Frame index,Hips,LHipJoint,LeftUpLeg,LeftLeg,LeftFoot,LeftToeBase,RHipJoint,RightUpLeg,RightLeg,RightFoot,RightToeBase,LowerBack,Spine,Spine1,Neck,Neck1,Head,LeftShoulder,LeftArm,LeftForeArm,LeftHand,LeftFingerBase,LeftHandIndex1,LThumb,RightShoulder,RightArm,RightForeArm,RightHand,RightFingerBase,RightHandIndex1,RThumb
11,"[0.0002674254326265801, 0.0011535018836459725]","[0.0002674254326265801, 0.0011535018836459725]","[0.0013201891201454824, 0.001750471840955284]","[0.0005707231970347298, 0.00015452346812903976]","[0.0022905985036755887, 0.005140537073898842]","[0.008810152167425464, 0.005343676347673655]","[0.0002674254326265801, 0.0011535018836459725]","[0.006599378885627011, 0.005436778531233839]","[0.0005353277575093444, 0.0004691558979090792]","[0.005210972556398686, 0.01633770797446077]","[0.009710203462670371, 0.015460050067121209]","[0.0028659138544920924, 0.0014730114149729399]","[0.003377365221438147, 0.0013137495709359894]","[0.015130451819937817, 0.0011846793064448546]","[0.014778365819145557, 0.0010841862031095784]","[0.0077814022120006685, 0.002991221994350991]","[0.02839149338217173, 0.0012625127519672336]","[0.003377365221438147, 0.0013137495709359894]","[0.0016159246937470623, 0.004057665911929966]","[0.002752498104878923, 0.000780387046849081]","[0.0487584861821345, 0.0010978120995044237]","[0.0035448242742256234, 0.0017846426269982956]","[0.0, 0.0]","[0.0012369257278457616, 0.0017345115430994987]","[0.003377365221438147, 0.0013137495709359894]","[0.0011366572274409043, 0.0031056161207099722]","[0.006984668849369425, 0.0039430851211798975]","[0.00791440963218688, 0.0018238690683340837]","[0.02385062986020297, 0.02051108340188394]","[0.0, 0.0]","[0.015044979870530524, 0.019299291043390846]"
12,"[0.0003333157560334631, 0.0016043360135744172]","[0.0003333157560334631, 0.0016043360135744172]","[0.0020265243897998092, 0.004765965751448038]","[0.000630555572885558, 0.00043360495039987477]","[0.002805943559528482, 0.00497574661441182]","[0.00865650636352049, 0.0002043850703982483]","[0.0003333157560334631, 0.0016043360135744172]","[0.007014012251327622, 0.0021947352137891367]","[0.0005557111896944637, 0.00026248767583211027]","[0.005400345805892074, 0.0032468588515024103]","[0.011004927274123423, 0.007454331846803022]","[0.0032202645104062125, 0.001441629499806942]","[0.0035238114124989707, 0.0006120290315775924]","[0.015057288555964813, 0.00030731288516854476]","[0.01868581913159567, 0.003682155877565203]","[0.00865466987958182, 0.002109565717451298]","[0.03315663671451193, 0.0015376439131941837]","[0.0035238114124989707, 0.0006120290315775924]","[0.0018097121522794805, 0.0035004645941890174]","[0.0028027912879554947, 0.000848707423741033]","[0.05261581935182574, 0.0025656340004316675]","[0.00440016614189541, 0.0031379513469915942]","[0.0, 0.0]","[0.0015633912200246768, 0.003291383206909368]","[0.0035238114124989707, 0.0006120290315775924]","[0.001212182985955763, 0.001620867572780442]","[0.007728979153036593, 0.0017042855575504898]","[0.008401104294489875, 0.0037332592700158834]","[0.03369547903789629, 0.03260169008901272]","[0.0, 0.0]","[0.021451643096724104, 0.03089613267369391]"
13,"[0.00034668018350216337, 0.0005404725940908961]","[0.00034668018350216337, 0.0005404725940908961]","[0.0028196473047867538, 0.0049172701673352495]","[0.0007093260430738962, 0.000482034124926374]","[0.004233621646896376, 0.011094407845951748]","[0.012712430048962747, 0.014729979993499526]","[0.00034668018350216337, 0.0005404725940908961]","[0.010267758697059514, 0.009583100275206037]","[0.0005554201049129024, 0.00013395941551012819]","[0.008378020743215288, 0.021117475982727944]","[0.015397778482258859, 0.01865801370627093]","[0.0035812199805966833, 0.0013466241461212146]","[0.004238085118419538, 0.001541053136818079]","[0.017313043543853022, 0.0014510952797352004]","[0.026783064794433424, 0.006639171389428225]","[0.012818092356806438, 0.007065646883909632]","[0.04818134553998986, 0.004141937161567194]","[0.004238085118419538, 0.001541053136818079]","[0.00193176773945299, 0.002413046404969702]","[0.002785156752280946, 0.0003866450174200849]","[0.05513047654554009, 0.0019547687622336473]","[0.00689826657246861, 0.0074740910410647475]","[0.0, 0.0]","[0.002424261369844126, 0.007115856121914419]","[0.004238085118419538, 0.001541053136818079]","[0.0015519522909757434, 0.004362755795421612]","[0.007958787236834648, 0.0008591711789511519]","[0.008332253882019578, 0.0009459684545809049]","[0.03904655736444213, 0.019029282320447906]","[0.0, 0.0]","[0.02497464240762696, 0.017969862674586706]"
14,"[0.000361334317164558, 0.0005039484518522875]","[0.000361334317164558, 0.0005039484518522875]","[0.003147303759705626, 0.002260076772856282]","[0.0007109002992169664, 0.0001420052859440479]","[0.004509034849737442, 0.0030291952849030293]","[0.013952254492763074, 0.005454109526701182]","[0.000361334317164558, 0.0005039484518522875]","[0.01165714238748167, 0.004472102813992602]","[0.0007051862688807153, 0.0007695538754031706]","[0.008834749512991721, 0.005028136089208122]","[0.016266946669623646, 0.005510250477899689]","[0.0037353427503291894, 0.000753959336361073]","[0.004672753075702492, 0.0009829342738821524]","[0.017545333005844394, 0.000470882108380749]","[0.031241825885186272, 0.0038255743756455793]","[0.015656886073319297, 0.004742122910534179]","[0.057578813055503726, 0.002687163261237413]","[0.004672753075702492, 0.0009829342738821524]","[0.001997764765278101, 0.001619084413970199]","[0.002738584271034575, 8.067553617569147e-05]","[0.054247857277532535, 0.0001937315469713776]","[0.007624413854006857, 0.0025970085238930024]","[0.0, 0.0]","[0.002661776347095553, 0.0023849551984600017]","[0.004672753075702492, 0.0009829342738821524]","[0.0018966807229458568, 0.004032001719247182]","[0.008937093975143483, 0.001692583797673339]","[0.008983300441191146, 0.003630284844148242]","[0.03933699152824269, 0.005507058669835218]","[0.0, 0.0]","[0.025290360124469183, 0.005482986414043442]"
15,"[0.0004895872364391254, 0.001976899262721554]","[0.0004895872364391254, 0.001976899262721554]","[0.0039791584073894356, 0.004103028293031727]","[0.001213290471434439, 0.0017737215442157096]","[0.0053389261024835155, 0.005658951984544844]","[0.017277435924466785, 0.010196978771142999]","[0.0004895872364391254, 0.001976899262721554]","[0.016477196284727203, 0.011150969430996803]","[0.0006968571673331326, 5.368034857818716e-05]","[0.012863658220376308, 0.02235139275361305]","[0.022431004232741115, 0.020577234055780404]","[0.004412814004736412, 0.0016817147895693886]","[0.005185870220099248, 0.0009781214017315016]","[0.01831321174011615, 0.0006176561376475444]","[0.03617207211387658, 0.003794954903709284]","[0.017740789340248017, 0.003406554471375218]","[0.06518984162427863, 0.0021705797576193247]","[0.005185870220099248, 0.0009781214017315016]","[0.0024227601828867113, 0.004494795337672065]","[0.0036218370020926543, 0.0031046417494108745]","[0.06732696587305198, 0.0051260320131073485]","[0.008756031486321102, 0.0031764690403674437]","[0.0, 0.0]","[0.0030493031502146005, 0.002977364358233705]","[0.005185870220099248, 0.0009781214017315016]","[0.0023051028974221946, 0.004125533571987673]","[0.008860320096299067, 0.0002716260036329398]","[0.011016205293394286, 0.007408922674715939]","[0.044638133869031225, 0.0160356953478087]","[0.0, 0.0]","[0.028824432919542873, 0.014871925228871652]"
16,"[0.0005337101989223998, 0.0007729716928980877]","[0.0005337101989223998, 0.0007729716928980877]","[0.0039662886229513625, 0.0005792126509276879]","[0.0012275221771445273, 0.0002067717576159576]","[0.006383893364168898, 0.005910793644250369]","[0.02185000076535805, 0.011750495342453912]","[0.0005337101989223998, 0.0007729716928980877]","[0.019746841590053313, 0.007192580721202887]","[0.0009578063992113704, 0.0009175813959204763]","[0.014873143354225318, 0.011249510795319002]","[0.023619615903628606, 0.005859510452427008]","[0.005211115451829692, 0.0016597458422967966]","[0.006003124282855458, 0.001183594439174791]","[0.02333051049281767, 0.0019104495358993525]","[0.03972307019748079, 0.0027293102026245903]","[0.021786505251188578, 0.005000835813023431]","[0.07553244411276586, 0.0025332466467157676]","[0.006003124282855458, 0.001183594439174791]","[0.0028589386719784244, 0.003995102802699473]","[0.004679230297884052, 0.0031608309695613387]","[0.07321742171262917, 0.002748893571891068]","[0.010210434243718623, 0.0033579871030788096]","[0.0, 0.0]","[0.00353352790428124, 0.003049422933055896]","[0.006003124282855458, 0.001183594439174791]","[0.002765379901029715, 0.003941376911827601]","[0.008899577064728997, 0.00043463072746075096]","[0.016208613732136896, 0.01475850415486406]","[0.05379017039999404, 0.02228075349975387]","[0.0, 0.0]","[0.035068370082053116, 0.020701646896710515]"
17,"[0.0005450499103577213, 0.0003431406411683566]","[0.0005450499103577213, 0.0003431406411683566]","[0.005433593298935831, 0.004660307244927972]","[0.0014929693312153828, 0.0007269450725934141]","[0.007854475564316982, 0.0065304619331385]","[0.02482449808017196, 0.007272062225975127]","[0.0005450499103577213, 0.0003431406411683566]","[0.020866315697661897, 0.003055433409171595]","[0.001028577542566385, 0.0002949770368975204]","[0.015570219856885267, 0.005016733441088104]","[0.023354695607887405, 0.001101515370064816]","[0.0062742673363789, 0.001736558893628406]","[0.007489557797756488, 0.0015883519611057022]","[0.03055003747608602, 0.002252247767273974]","[0.05661329069366522, 0.008862979834440851]","[0.026087972614867297, 0.004524513769185641]","[0.09321259012807694, 0.0035523686151439945]","[0.007489557797756488, 0.0015883519611057022]","[0.003287081185047041, 0.003297192762093939]","[0.006608275639455192, 0.00445823107634314]","[0.07560953244457456, 0.0016301375213627013]","[0.011706972501188994, 0.0029094557582670017]","[0.0, 0.0]","[0.004081822051319328, 0.0027984292072515266]","[0.007489557797756488, 0.0015883519611057022]","[0.0030177038253742273, 0.002147784903460141]","[0.008984055662076655, 0.0003901529242341983]","[0.018203539777519876, 0.006044075199656358]","[0.0557722168279179, 0.007979356176992402]","[0.0, 0.0]","[0.03657939176742939, 0.0074697161837805675]"
18,"[0.0007448088354944941, 0.0015392799291804114]","[0.0007448088354944941, 0.0015392799291804114]","[0.006037794788242179, 0.0018595338932383136]","[0.0017881099655400927, 0.000624120793279901]","[0.007997991983229404, 0.0014972042311358826]","[0.026679125576629575, 0.004379702136427056]","[0.0007448088354944941, 0.0015392799291804114]","[0.02141634782058137, 0.001821914729692034]","[0.001127103655055589, 0.00028035960181870494]","[0.015743817762786105, 0.0025928862057903136]","[0.026682565736753015, 0.007691854422523754]","[0.008206472593132284, 0.0022360341270363498]","[0.008378556410517726, 0.0008574547435074575]","[0.03738277703928636, 0.001798581984548441]","[0.07971598315050063, 0.011400081341607339]","[0.040320328156432494, 0.01150020987021622]","[0.12406182311319341, 0.006671897368126637]","[0.008378556410517726, 0.0008574547435074575]","[0.00410706529282852, 0.004309987930338199]","[0.007840296949120359, 0.0024531452534800125]","[0.08789831734779505, 0.003883357585687375]","[0.01321405905297074, 0.002353107793563803]","[0.0, 0.0]","[0.004696837061523538, 0.0024004918084991455]","[0.008378556410517726, 0.0008574547435074575]","[0.0033311009780819627, 0.0019264612263700147]","[0.01113521549520852, 0.0014888915819594737]","[0.02200584178769331, 0.008196066167365436]","[0.06183876428195963, 0.01291911748283534]","[0.0, 0.0]","[0.04111750168737161, 0.0119872832393288]"
19,"[0.0009599179718278038, 0.0011449675660275302]","[0.0009599179718278038, 0.0011449675660275302]","[0.007335157115350294, 0.0023159477303262206]","[0.0019723425946130404, 0.00031503250826994634]","[0.009451320578182109, 0.0035865950992956994]","[0.027239378112780693, 0.0019725025491562362]","[0.0009599179718278038, 0.0011449675660275302]","[0.022441396822746963, 0.0017534863053015601]","[0.0014908760935086083, 0.0005265793518320242]","[0.016901587808086604, 0.0038209697263174385]","[0.028610363344064436, 0.00423481052113215]","[0.010158369120148138, 0.0016030960609095873]","[0.010735858026812725, 0.0012999779786549257]","[0.04136494921994052, 0.0009461550749589026]","[0.08333696301856815, 0.0028073697231218078]","[0.04623500882920513, 0.00452153386537013]","[0.13133823358375235, 0.0022879894525473766]","[0.010735858026812725, 0.0012999779786549257]","[0.005592756342156101, 0.005045424866267557]","[0.012102799814734095, 0.0050384324468306305]","[0.12201352628901921, 0.008932595111706975]","[0.016884761817345325, 0.003463159839131814]","[0.0, 0.0]","[0.006131744861931539, 0.0033414834010081092]","[0.010735858026812725, 0.0012999779786549257]","[0.004245685288237455, 0.0030270620896021296]","[0.016020493712409815, 0.002221710097353451]","[0.02609154067321877, 0.006866125277345708]","[0.06170187190533444, 0.003326598648950078]","[0.0, 0.0]","[0.04116306164938931, 0.0031042128560573603]"
20,"[0.0016362070723248924, 0.0016613853896877508]","[0.0016362070723248924, 0.0016613853896877508]","[0.007710745768244456, 0.0005740156823080349]","[0.002757023929479987, 0.0005430283648419482]","[0.01718323609055525, 0.008849400270730353]","[0.0396078853814193, 0.009171498193693752]","[0.0016362070723248924, 0.0016613853896877508]","[0.024642931031582084, 0.0017609449624535472]","[0.0022598413825913022, 0.0005374283146231033]","[0.018346997470252095, 0.0027618446385958527]","[0.03065598151681806, 0.0030782482873868955]","[0.012851653188601111, 0.001157811646296636]","[0.01373463330750568, 0.0009116780516480557]","[0.044007173407898906, 0.0005099753103110383]","[0.09104972837941278, 0.003546441130490825]","[0.04889976755858056, 0.0019909398210926784]","[0.13469682683677703, 0.0015045903104067813]","[0.01373463330750568, 0.0009116780516480557]","[0.009983474456302077, 0.007419632665220537]","[0.01917290918554023, 0.004540873324111742]","[0.16082908478003144, 0.010903071837208575]","[0.03013180122488636, 0.006686511401433335]","[0.0, 0.0]","[0.012228972757727583, 0.006863306744413926]","[0.01373463330750568, 0.0009116780516480557]","[0.005813773229235956, 0.002582308418295445]","[0.017474846049951483, 0.0005501504944394016]","[0.026688392365950553, 0.001727875959474473]","[0.07095154270817089, 0.011849577636846397]","[0.0, 0.0]","[0.04972711489734818, 0.011383574571008876]"
21,"[0.046203327388570505, 0.002251579302490979]","[0.046203327388570505, 0.002251579302490979]","[0.057325107376555245, 0.00494542811732573]","[0.011308073365378033, 0.0006801023964878611]","[0.03891211414786299, 0.005012023050964342]","[0.04905027799352452, 0.003365150729152056]","[0.046203327388570505, 0.002251579302490979]","[0.03471672086650793, 0.002521445281881498]","[0.025203898666459886, 0.000481626499482732]","[0.022392485261208135, 0.002218527668786778]","[0.03192283441190758, 0.001323731088930111]","[0.057684154144627645, 0.002033685872896571]","[0.035224214535802705, 0.0010525966610876582]","[0.056551165278742564, 0.0008084131435337568]","[0.09409254748091676, 0.001731743534016503]","[0.0609331309889684, 0.00333008458307973]","[0.14160153728077987, 0.0018200365211580394]","[0.035224214535802705, 0.0010525966610876582]","[0.019023754920249936, 0.0018479439222782283]","[0.051822852998627066, 0.003386698855359488]","[0.17030802426850522, 0.003820525732615588]","[0.036477442401862854, 0.0011737673934453456]","[0.0, 0.0]","[0.019704812528838607, 0.0011509612321547148]","[0.035224214535802705, 0.0010525966610876582]","[0.021062309754243964, 0.0015691828297434427]","[0.020091863859074837, 0.0002778896869079651]","[0.03643128310569852, 0.005466371217246325]","[0.08567878927440052, 0.01300307030651008]","[0.0, 0.0]","[0.06536498290709258, 0.012073758189640732]"
