Frame index,Hips,LHipJoint,LeftUpLeg,LeftLeg,LeftFoot,LeftToeBase,RHipJoint,RightUpLeg,RightLeg,RightFoot,RightToeBase,LowerBack,Spine,Spine1,Neck,Neck1,Head,LeftShoulder,LeftArm,LeftForeArm,LeftHand,LeftFingerBase,LeftHandIndex1,LThumb,RightShoulder,RightArm,RightForeArm,RightHand,RightFingerBase,RightHandIndex1,RThumb
11,"[0.0043420394368753855, 0.015121104626393283]","[0.0043420394368753855, 0.015121104626393283]","[0.015094097607428044, 0.008938986665166125]","[0.013582407613138451, 0.007168482104439399]","[0.024245721154318715, 0.02931654573136738]","[0.019738394958143633, 0.0462937996994718]","[0.0043420394368753855, 0.015121104626393283]","[0.006342386195473977, 0.005497899737096685]","[0.0030001181231316286, 0.0026423371646791026]","[0.038185911116316945, 0.0059824230041830104]","[0.032665640536069504, 0.006493383695314942]","[0.017257829435466346, 0.006049890845749076]","[0.01172533085028564, 0.0027290182840047244]","[0.017536513577784657, 0.0036445573532914973]","[0.008660155960351763, 0.009517337800140212]","[0.0048454891995193036, 0.003702881867111752]","[0.00527754420418756, 0.0029686365664697827]","[0.01172533085028564, 0.0027290182840047244]","[0.015095325863846154, 0.009638806652362287]","[0.0007967126249501525, 0.0007500768735636499]","[0.006587528784558545, 0.002343977185428375]","[0.007134624906572771, 0.015330555512285923]","[0.0, 0.0]","[0.008254344901480982, 0.014244742397587907]","[0.01172533085028564, 0.0027290182840047244]","[0.004828896404193496, 0.010920996564016447]","[0.0008408180193456596, 9.809001851590053e-05]","[0.002871613134709166, 0.0026337018412593794]","[0.01131018985895841, 0.006049337389674107]","[0.0, 0.0]","[0.009730556685020686, 0.00618113214113393]"
12,"[0.005103580361256909, 0.018089641184908568]","[0.005103580361256909, 0.018089641184908568]","[0.01792393797757661, 0.012124507314037488]","[0.014789765244205152, 0.006619235557477538]","[0.032362743267212085, 0.03607296707463095]","[0.03139071511856184, 0.06418789067431195]","[0.005103580361256909, 0.018089641184908568]","[0.007185795220608397, 0.007386086054504444]","[0.0034003358170177143, 0.0021075968049682316]","[0.04241908628288628, 0.008929386308961791]","[0.03240920724122666, 0.0059987896931797]","[0.020592478501127484, 0.007963940116309187]","[0.012744675737682199, 0.002815706591713487]","[0.020723182729016007, 0.00539321090405581]","[0.009026451939648548, 0.0039522560144078425]","[0.005223746988075376, 0.0034826386674348675]","[0.005407635254001162, 0.0010604922121837696]","[0.012744675737682199, 0.002815706591713487]","[0.015506523487075784, 0.0037184349142666386]","[0.0011539345256863908, 0.0033962741047942595]","[0.008708453926541857, 0.0029356438018544708]","[0.008961970770897634, 0.018462818604935663]","[0.0, 0.0]","[0.010429473855259382, 0.018753494355549342]","[0.012744675737682199, 0.002815706591713487]","[0.005206111125424246, 0.006130292167335656]","[0.0009039762476495429, 0.0009731956837121609]","[0.003324208092037861, 0.0026616271092913288]","[0.01272380429301179, 0.005873615144124355]","[0.0, 0.0]","[0.010961382478856509, 0.005957247427366886]"
13,"[0.006030991996613257, 0.019481958573538762]","[0.006030991996613257, 0.019481958573538762]","[0.02157484737344088, 0.01383086246427547]","[0.01608279129651201, 0.006394044951832894]","[0.03706458724942607, 0.02222841719682788]","[0.0341451508742948, 0.02013598986488404]","[0.006030991996613257, 0.019481958573538762]","[0.008787155148569845, 0.011147762068944331]","[0.00373880905513344, 0.0017375707682936222]","[0.04933195439193086, 0.012069710503936577]","[0.033973418901556265, 0.017620405578465007]","[0.023274396662823334, 0.0063605965377236074]","[0.013741664127057155, 0.0025716544067327955]","[0.023138578209348257, 0.004153969725338106]","[0.01022953584608446, 0.007328161111686486]","[0.005819348413380272, 0.004290106217970643]","[0.006209550241451722, 0.0025774631933668944]","[0.013741664127057155, 0.0025716544067327955]","[0.01574047605024801, 0.002905054490319206]","[0.001395367114915361, 0.0022765995043171347]","[0.01173877348815387, 0.003747221904031848]","[0.011630525835613161, 0.023651459793655634]","[0.0, 0.0]","[0.013476129331349776, 0.02325104686449691]","[0.013741664127057155, 0.0025716544067327955]","[0.005595803083493166, 0.0057558199744197]","[0.0014418334685033013, 0.004808076812248341]","[0.00445066348613225, 0.00514697596413121]","[0.01689370812772142, 0.01295819866700106]","[0.0, 0.0]","[0.014583469281504967, 0.013109219174045363]"
14,"[0.006991127406445301, 0.01824840366485701]","[0.006991127406445301, 0.01824840366485701]","[0.023609463208017184, 0.008393772703524975]","[0.01835162921397843, 0.008552032544617212]","[0.03969564740973555, 0.014204892513740006]","[0.03366192180905197, 0.002114144760927571]","[0.006991127406445301, 0.01824840366485701]","[0.00947640224044839, 0.0056510161704316055]","[0.003787786238110183, 0.0007086494847139628]","[0.05611087725066476, 0.011264774434002381]","[0.03375806138238863, 0.00582436262126432]","[0.02810109635747498, 0.009166426850702384]","[0.015092834280476386, 0.0028404805677058006]","[0.02651365017113743, 0.00489356012301134]","[0.011734215730931944, 0.00789191768766139]","[0.007448077349222153, 0.008454438714674885]","[0.007765683018204816, 0.0039489032295219285]","[0.015092834280476386, 0.0028404805677058006]","[0.016994039335752376, 0.005239295485091036]","[0.0014230184219816506, 0.0006495845773880639]","[0.013784167942527452, 0.0025150194521238066]","[0.014146071199483908, 0.020748126118128908]","[0.0, 0.0]","[0.016338695031812674, 0.020369155736039653]","[0.015092834280476386, 0.0028404805677058006]","[0.006234723820018084, 0.0071671314473928565]","[0.0021517458849393614, 0.0056606531173139]","[0.0056226633030632715, 0.004876449930072108]","[0.02021264402532946, 0.009957599955730317]","[0.0, 0.0]","[0.01746228530309612, 0.010042498349105955]"
15,"[0.007982077432550957, 0.016693419196983188]","[0.007982077432550957, 0.016693419196983188]","[0.025857648760962814, 0.008058780101080786]","[0.021545781905042714, 0.009950721740273475]","[0.0456108980656527, 0.0222641789622587]","[0.037584276889679295, 0.021376725496079153]","[0.007982077432550957, 0.016693419196983188]","[0.01189732276877509, 0.012529634330340805]","[0.0037348630671823267, 0.0001478683052119288]","[0.06015743162376636, 0.00754244015053948]","[0.042154486094702515, 0.04544730887329858]","[0.0340146527445244, 0.00985544717421561]","[0.016052780561878574, 0.0020807301975291313]","[0.02922163070770361, 0.00385638941579432]","[0.011721506483373044, 0.0018863411465267284]","[0.00822702867134381, 0.004374062330999988]","[0.008195850662925525, 0.001495647754874152]","[0.016052780561878574, 0.0020807301975291313]","[0.016956358528761893, 0.0017049664419974818]","[0.0017098895901909454, 0.00204969314296058]","[0.015934947584970237, 0.002356194490192362]","[0.014060797578668143, 0.0028707399458701346]","[0.0, 0.0]","[0.016253857784058044, 0.0030263191268557793]","[0.016052780561878574, 0.0020807301975291313]","[0.00644832986097257, 0.0035447159519224995]","[0.0026323328098929737, 0.0036588727768657576]","[0.005861885382008718, 0.001567305668290954]","[0.022901527501639762, 0.007720675663666733]","[0.0, 0.0]","[0.019699677943997726, 0.007537477441511444]"
16,"[0.009091887706861384, 0.015757018489361493]","[0.009091887706861384, 0.015757018489361493]","[0.03141008562921545, 0.013723388800772405]","[0.024464124049258303, 0.008219728227284102]","[0.051901604246573425, 0.021160494881320994]","[0.04347546826470151, 0.026356643405339473]","[0.009091887706861384, 0.015757018489361493]","[0.015286613846751371, 0.014650538332666316]","[0.004135733579084457, 0.0012793312141267685]","[0.0661972592948123, 0.00889474322230959]","[0.045629379292691424, 0.022295022588815775]","[0.03425331311353011, 0.002255659506161752]","[0.017641585091305124, 0.002471568815178227]","[0.030830652083702052, 0.0025553195377098228]","[0.01176026607063825, 0.001802056240919394]","[0.00870883283571, 0.0028527935752764282]","[0.008194170694626449, 0.0006243181982091929]","[0.017641585091305124, 0.002471568815178227]","[0.017416429151171628, 0.0025450666899561603]","[0.0017081390904304093, 0.0003879230410099068]","[0.017511211173332673, 0.0016702800941585862]","[0.03809541233141664, 0.17957587915801448]","[0.0, 0.0]","[0.042569340327313854, 0.17831420021322322]","[0.017641585091305124, 0.002471568815178227]","[0.006688119653293404, 0.003200972881959787]","[0.002885824513259992, 0.002003645624383895]","[0.01032606459817309, 0.012550662651091142]","[0.027678992512625292, 0.010555820084224553]","[0.0, 0.0]","[0.023934959499030965, 0.010769704033084521]"
17,"[0.010480456083518266, 0.01554186638158051]","[0.010480456083518266, 0.01554186638158051]","[0.036145648202064444, 0.010462716778675465]","[0.026870254019325673, 0.006149107008233032]","[0.053223817164213046, 0.008301967618785856]","[0.04403626440299123, 0.008122472264564693]","[0.010480456083518266, 0.01554186638158051]","[0.019494146840084575, 0.01494044964981069]","[0.005540844515758209, 0.002843138425517778]","[0.07458910524718174, 0.010127126799077872]","[0.04511709677089323, 0.0034832286217291774]","[0.03583394158559804, 0.003225853819098627]","[0.02024048022653601, 0.0029708886039874244]","[0.0333217288468311, 0.002857490976376112]","[0.012809604240594378, 0.003878736519957914]","[0.009328555715103902, 0.002731891320649769]","[0.008829204155625641, 0.0013071156242979672]","[0.02024048022653601, 0.0029708886039874244]","[0.019746596015398424, 0.0052340370823382104]","[0.00201812529361958, 0.0015180486171980005]","[0.02643260693128059, 0.006019640590128456]","[0.05795101819695369, 0.14200110454946724]","[0.0, 0.0]","[0.06451204177023102, 0.14374525688964693]","[0.02024048022653601, 0.0029708886039874244]","[0.00719113953384415, 0.0038854394356195063]","[0.0034668194692926116, 0.003035243485474074]","[0.011529431523495401, 0.0037158059774958525]","[0.029908839391651974, 0.005340045326546309]","[0.0, 0.0]","[0.025713763670019565, 0.005067015202437667]"
18,"[0.01234457493475064, 0.015335986745560713]","[0.01234457493475064, 0.015335986745560713]","[0.04116941175867025, 0.008972698904536454]","[0.02847516866356549, 0.003925472872105613]","[0.05787409897913817, 0.012940203554084574]","[0.04378091144330339, 0.003984652200502988]","[0.01234457493475064, 0.015335986745560713]","[0.021292503185230703, 0.006456946211995385]","[0.00845023186318599, 0.004303360010727425]","[0.08761353571163275, 0.01252831261756722]","[0.054174999365036794, 0.03357355096158822]","[0.03910433410962865, 0.004029265725798792]","[0.021983841149606706, 0.001855543261689826]","[0.03783169800574225, 0.0036121792268059383]","[0.015943624979807516, 0.006997041784986452]","[0.010554914526851065, 0.003358610939715006]","[0.010462136206082391, 0.001997640588365828]","[0.021983841149606706, 0.001855543261689826]","[0.02161811473718219, 0.003786052303706166]","[0.0024691667496350364, 0.0015987089219158112]","[0.02855948396641022, 0.0016929693744345059]","[0.06055468520756144, 0.031863793055641576]","[0.0, 0.0]","[0.0672228519188797, 0.03188048817180123]","[0.021983841149606706, 0.001855543261689826]","[0.008417125980357213, 0.005685586452771337]","[0.003688620580042992, 0.0012514036924763472]","[0.012194048225081595, 0.002089159114637235]","[0.03688289483850226, 0.009935171250423336]","[0.0, 0.0]","[0.032017005345261265, 0.010189716083098708]"
19,"[0.01532339591116742, 0.01586316647495478]","[0.01532339591116742, 0.01586316647495478]","[0.052786158902689034, 0.013236027133198118]","[0.029084155789190855, 0.0019686700751875993]","[0.0682471168729843, 0.01884386651941346]","[0.04697771560010416, 0.011455839224760456]","[0.01532339591116742, 0.01586316647495478]","[0.026564090336639416, 0.01046681777800745]","[0.012942266103609892, 0.004605956502769054]","[0.11323290439135744, 0.01890395836740057]","[0.05963351615837944, 0.02004591588663161]","[0.04271059053393652, 0.0034059340389571897]","[0.028752277070072392, 0.003881761855320529]","[0.041785445827542476, 0.002695520244387666]","[0.022794648492772886, 0.010238064403575692]","[0.013774703746067707, 0.005168142379971058]","[0.015036563847338934, 0.003440140280281173]","[0.028752277070072392, 0.003881761855320529]","[0.03135177137762945, 0.010960816720346237]","[0.0040472216382998645, 0.003324131797635271]","[0.039943002266978805, 0.004707152992628705]","[0.07425461703446226, 0.08461849583799051]","[0.0, 0.0]","[0.0817351745608411, 0.0852382141500741]","[0.028752277070072392, 0.003881761855320529]","[0.012338674766998129, 0.010995149112516416]","[0.004227490384220841, 0.001554411132836799]","[0.01314746971874212, 0.0018849555921538806]","[0.04292451241085239, 0.006848181628342696]","[0.0, 0.0]","[0.037048259533452435, 0.00651626455076517]"
20,"[0.020935139553251325, 0.015312267894081752]","[0.020935139553251325, 0.015312267894081752]","[0.06843184890082889, 0.011377855021304267]","[0.03243428169750319, 0.0029093996459446277]","[0.07838045842070285, 0.014506395336690367]","[0.046612781758899886, 0.0024498824703156744]","[0.020935139553251325, 0.015312267894081752]","[0.03177446149331449, 0.0063774446264094]","[0.01938140193862218, 0.003712420043132577]","[0.13623744518094832, 0.014690746474069968]","[0.058909112065084285, 0.002272666140065403]","[0.05240911111617335, 0.005075183170989713]","[0.047650922876017666, 0.006372238655158833]","[0.051579474305214874, 0.004009578830715069]","[0.038737816925295356, 0.014067433195301501]","[0.02652876291584188, 0.011075227895220294]","[0.029737419586063504, 0.006410915559405294]","[0.047650922876017666, 0.006372238655158833]","[0.046150671612236814, 0.011501058391243263]","[0.005322902790222269, 0.0014939742985121479]","[0.07255175825503062, 0.01308822406070547]","[0.1014356100065843, 0.1336171048934632]","[0.0, 0.0]","[0.11059379089480696, 0.1373042173789211]","[0.047650922876017666, 0.006372238655158833]","[0.01950986685577622, 0.011512339758126393]","[0.007725826455296628, 0.004196174779583651]","[0.014584150841257424, 0.001525417766243021]","[0.05533335050733714, 0.008206055510590303]","[0.0, 0.0]","[0.04861100584646395, 0.008349045425235358]"
21,"[0.05754301453005177, 0.014699567290284942]","[0.05754301453005177, 0.014699567290284942]","[0.09190499034139746, 0.007439552686649995]","[0.032835770140380756, 0.0004909867437325598]","[0.10218392757974792, 0.020000656425127425]","[0.052020436412603295, 0.009934096601551536]","[0.05754301453005177, 0.014699567290284942]","[0.06966230091468341, 0.011795959781704701]","[0.05916879889966293, 0.0045065413077139274]","[0.1708040494438691, 0.01633713266778402]","[0.10596365287606031, 0.13944006233788545]","[0.07538345748735667, 0.006278652633631702]","[0.06876233221391576, 0.0031318234266914328]","[0.0678736021146339, 0.004032902000124722]","[0.08680090156837794, 0.02039928357978263]","[0.07520230127688558, 0.021282776556591807]","[0.07825049709432726, 0.009706384549709663]","[0.06876233221391576, 0.0031318234266914328]","[0.05548866957525874, 0.004564071193824286]","[0.03465598007393767, 0.002010547372605479]","[0.07533835400002473, 0.0016790067404185373]","[0.10179325722852514, 0.01949988621691639]","[0.0, 0.0]","[0.1105129457082325, 0.0189996521982156]","[0.06876233221391576, 0.0031318234266914328]","[0.02832090039438349, 0.004152827118622967]","[0.04306969388303072, 0.00404512783629439]","[0.03260058265330354, 0.004705407663376664]","[0.07393573720784824, 0.005538093273507744]","[0.0, 0.0]","[0.06625375638347519, 0.005262910017025997]"
