Frame index,Hips,LHipJoint,LeftUpLeg,LeftLeg,LeftFoot,LeftToeBase,RHipJoint,RightUpLeg,RightLeg,RightFoot,RightToeBase,LowerBack,Spine,Spine1,Neck,Neck1,Head,LeftShoulder,LeftArm,LeftForeArm,LeftHand,LeftFingerBase,LeftHandIndex1,LThumb,RightShoulder,RightArm,RightForeArm,RightHand,RightFingerBase,RightHandIndex1,RThumb
11,"[0.004968240543281382, 0.00561954552849176]","[0.004968240543281382, 0.00561954552849176]","[0.003286209266078457, 0.006733817444834568]","[0.0008619321746962748, 0.0010773705271433561]","[0.0033968717984762097, 0.0050909746657269]","[0.008264839894391604, 0.003823464471588118]","[0.004968240543281382, 0.00561954552849176]","[0.005580080916883215, 0.005814384729858369]","[0.0006987954704024721, 0.000684142141734076]","[0.03513271725298221, 0.04848130298301967]","[0.0928332631255704, 0.11549613940831363]","[0.009686707091192282, 0.0035404019024886536]","[0.01748927720940999, 0.0036860138040540973]","[0.03389764835530369, 0.005062255119291902]","[0.01353011522408735, 0.0009769633023574567]","[0.004999683920542273, 0.0011660260279715137]","[0.008402916717738665, 0.0005658766398799554]","[0.01748927720940999, 0.0036860138040540973]","[0.006031817706926429, 0.023356720996897142]","[0.0034957503293562165, 0.01087472960173823]","[0.011598501878708957, 0.02697231826032044]","[0.04090102551918416, 0.025780620585697755]","[0.0, 0.0]","[0.011928358399582277, 0.025714484879610776]","[0.01748927720940999, 0.0036860138040540973]","[0.0033270531180118893, 0.007131799802709468]","[0.005633489260093003, 0.0017273657463157692]","[0.012940657316046825, 0.006607816548050573]","[0.07114453416507203, 0.020547459041562667]","[0.0, 0.0]","[0.019854624525644828, 0.018010284245348746]"
12,"[0.005099058561394125, 0.001896153931308231]","[0.005099058561394125, 0.001896153931308231]","[0.0035043476109989373, 0.0034238716514675208]","[0.0008541397612087055, 0.00015177513430403823]","[0.0037589377431082017, 0.00455285218157835]","[0.010072805713476247, 0.007228960733631446]","[0.005099058561394125, 0.001896153931308231]","[0.00587831589868403, 0.0022556684471523574]","[0.000885452932812406, 0.0013683607180388154]","[0.043951778312035665, 0.047825898871926995]","[0.10921435631005888, 0.09933139259471518]","[0.012418703145650658, 0.00889487191246427]","[0.02281768396388409, 0.00737299817941482]","[0.04775651855366114, 0.012166815439982952]","[0.017635078142893768, 0.005667743568797704]","[0.006240827439922426, 0.005312770978428132]","[0.010663828890749927, 0.0027862708359153486]","[0.02281768396388409, 0.00737299817941482]","[0.007315286073644226, 0.02062261699445427]","[0.003472212100092489, 0.0009962747914531468]","[0.012023144119369465, 0.003949680097263034]","[0.04638006904406701, 0.02139557496274759]","[0.0, 0.0]","[0.013510239349097664, 0.018459316198943754]","[0.02281768396388409, 0.00737299817941482]","[0.004177794957762897, 0.013847160271957213]","[0.006540789381126422, 0.0035326475438341846]","[0.01372956762676139, 0.0058241637139051]","[0.07712345318050462, 0.017408031470135876]","[0.0, 0.0]","[0.02175817972981351, 0.01672313701828323]"
13,"[0.006118232624432093, 0.005689560459205362]","[0.006118232624432093, 0.005689560459205362]","[0.0036099371937024036, 0.002241357199052895]","[0.0008442317097112879, 0.00010258978624451055]","[0.004384335415155001, 0.006204321916665075]","[0.01174117396851833, 0.0063749510282779835]","[0.006118232624432093, 0.005689560459205362]","[0.007768899275477461, 0.007638768594998596]","[0.0010109611923391868, 0.0009329575033706362]","[0.05277010101551742, 0.045468286664660316]","[0.13198773078403048, 0.12777130646250603]","[0.01511150051935492, 0.008211489881423738]","[0.024893479642561035, 0.003460107782681059]","[0.05132248029678369, 0.004304323202370837]","[0.02152454388031118, 0.005105185503499811]","[0.007888556254939142, 0.00624512988692478]","[0.013720866451925669, 0.003350349645812384]","[0.024893479642561035, 0.003460107782681059]","[0.007851553175523916, 0.010478814868584634]","[0.004306223368812836, 0.00772067938568925]","[0.015209880366280598, 0.013465215179136314]","[0.0483684181524314, 0.011198196626129359]","[0.0, 0.0]","[0.014223098546244315, 0.010542866189657522]","[0.024893479642561035, 0.003460107782681059]","[0.0049100961415115205, 0.01142249464323771]","[0.0065613638146053595, 0.0009236798798492427]","[0.014129549455428148, 0.003970624048287145]","[0.08390596662621368, 0.018054770562907337]","[0.0, 0.0]","[0.02440127729501041, 0.019402129353353604]"
14,"[0.006305199203339421, 0.001937457944821958]","[0.006305199203339421, 0.001937457944821958]","[0.003681032294668484, 0.001763959078420623]","[0.0008408805852831894, 0.00016957767690036933]","[0.005341204116512219, 0.007876091977739124]","[0.015965712030424788, 0.012585114353952207]","[0.006305199203339421, 0.001937457944821958]","[0.007708161640711453, 0.00073013270626176]","[0.0010428682020975793, 0.00039703307903895467]","[0.061666849154022804, 0.043058500519488944]","[0.14973053590629598, 0.10416453174279103]","[0.016439641038531034, 0.004564385621125599]","[0.025915812061667695, 0.0021824711075561993]","[0.055491530310136754, 0.00446991813062337]","[0.023179063376223722, 0.0026068680436193733]","[0.008978265552492785, 0.004161437641873187]","[0.016636044561063004, 0.00297867098159928]","[0.025915812061667695, 0.0021824711075561993]","[0.008658082375050023, 0.012258691695670681]","[0.005605894750844821, 0.010198378504110261]","[0.017654583002782092, 0.010185741514638903]","[0.048695777606749494, 0.006468962345681703]","[0.0, 0.0]","[0.014483552379075752, 0.006522603580353916]","[0.025915812061667695, 0.0021824711075561993]","[0.0053070265782103245, 0.006847074629553189]","[0.00738737411079718, 0.002704270908284232]","[0.0154981746982146, 0.006750933546714002]","[0.08784385218033788, 0.012758478709700823]","[0.0, 0.0]","[0.02614548698420705, 0.013714173382531124]"
15,"[0.007789563445540476, 0.006112161237268072]","[0.007789563445540476, 0.006112161237268072]","[0.004714650109163074, 0.007355377170928841]","[0.0008373610936956963, 0.00014311004622151937]","[0.005854640050307009, 0.004500014041219995]","[0.018159728923464992, 0.006870656952913781]","[0.007789563445540476, 0.006112161237268072]","[0.009673114440454714, 0.006287322970231609]","[0.0010872516134704372, 0.0003991598203661713]","[0.07476368602595754, 0.05562924096717951]","[0.17078242007217692, 0.11509331035011626]","[0.019275844366106718, 0.006961483394680835]","[0.02695175836132111, 0.001981380502919456]","[0.06096519264776605, 0.004985071895761132]","[0.02663874626873235, 0.0038763072529574985]","[0.009085106634339745, 0.0013456057928983094]","[0.017090918220751143, 0.0009277839565531331]","[0.02695175836132111, 0.001981380502919456]","[0.00959845400978974, 0.012125288604668456]","[0.00755504516744219, 0.012999514660122606]","[0.019001990891392893, 0.006246533392887768]","[0.04846377228207305, 0.003917552224024549]","[0.0, 0.0]","[0.014527790593693624, 0.004481942866740844]","[0.02695175836132111, 0.001981380502919456]","[0.006501190329474236, 0.013398035070210779]","[0.009219187090579636, 0.00446676694633339]","[0.015420027556138617, 0.0016528268016385913]","[0.09461559904549924, 0.016079444120945884]","[0.0, 0.0]","[0.02808156062560816, 0.013144427513753403]"
16,"[0.008254918785202663, 0.002446364559860978]","[0.008254918785202663, 0.002446364559860978]","[0.006138982432275844, 0.008416335659461474]","[0.0010173872667907865, 0.0007982106129927657]","[0.008454496615152301, 0.014214541902678545]","[0.02246072031521183, 0.010296280439954026]","[0.008254918785202663, 0.002446364559860978]","[0.009828236363838226, 0.0014462985981075122]","[0.0012797615005238423, 0.0008530182198489266]","[0.08813595535550664, 0.05219582790571856]","[0.18899045711428558, 0.10128283133186387]","[0.020866986515494297, 0.004127427633889969]","[0.031945597976253515, 0.004672226215487906]","[0.06633963162341479, 0.004591149963597855]","[0.033432496579087874, 0.005882307346759907]","[0.011783536869654183, 0.006435777274732543]","[0.022664123695088814, 0.003953150148118841]","[0.031945597976253515, 0.004672226215487906]","[0.01041494862099646, 0.009639825044869684]","[0.008953024487053046, 0.00870526900318159]","[0.022521695676081206, 0.010835003996380786]","[0.04866353647734619, 0.004900520697140927]","[0.0, 0.0]","[0.01460945122350606, 0.004001634353553939]","[0.031945597976253515, 0.004672226215487906]","[0.008201912945916441, 0.015604110582754021]","[0.014106783680898537, 0.009340276526296053]","[0.016254324815213883, 0.003933972133995158]","[0.10632308674329877, 0.021565523094186006]","[0.0, 0.0]","[0.031709535288404506, 0.017506417770659283]"
17,"[0.009985120679029423, 0.004987176426003925]","[0.009985120679029423, 0.004987176426003925]","[0.006874600862950127, 0.004273724719855864]","[0.0014213326748164752, 0.0013143439466290062]","[0.009281772966677045, 0.004985202512358691]","[0.024578377585789474, 0.0053703863864527565]","[0.009985120679029423, 0.004987176426003925]","[0.012643662401422923, 0.006128516721289319]","[0.0016835518110769395, 0.0012982610891196648]","[0.09600803866704082, 0.03269786459950285]","[0.20920056016434946, 0.10500772143542605]","[0.025338967022820673, 0.007324126227796117]","[0.03611519322519945, 0.003597446790616691]","[0.06741476459182863, 0.002133710645604339]","[0.03445255726801059, 0.0016380379483853012]","[0.012349750913349285, 0.0019166016372825939]","[0.022929382515805723, 0.0007117563073156135]","[0.03611519322519945, 0.003597446790616691]","[0.011823840862576106, 0.011658922971229937]","[0.00910358717890424, 0.002377232225827846]","[0.02712747859906637, 0.011733848561157929]","[0.05399984261066368, 0.01262153021677819]","[0.0, 0.0]","[0.01649490981238649, 0.010651327898063926]","[0.03611519322519945, 0.003597446790616691]","[0.009031526768659356, 0.0077167244497635765]","[0.016218686696364955, 0.004041094746416351]","[0.019742599171160627, 0.008813912722571446]","[0.11594541009236858, 0.01767994914968936]","[0.0, 0.0]","[0.035269168320725346, 0.014947719920974989]"
18,"[0.012297273510839701, 0.0050400088829402985]","[0.012297273510839701, 0.0050400088829402985]","[0.008198233108371525, 0.00521647179839614]","[0.0020604060058682636, 0.0015498319682172126]","[0.011348212145073326, 0.007748960644257016]","[0.03255157467512644, 0.0123096970834097]","[0.012297273510839701, 0.0050400088829402985]","[0.01682008950873727, 0.006935969674091302]","[0.002260536046866451, 0.0013854339763180038]","[0.09588460354173556, 0.010220438712249357]","[0.20579086435718638, 0.00637682867034729]","[0.03235038788430135, 0.008613170384856232]","[0.041418306561971145, 0.0036315393297786983]","[0.07414837619364228, 0.004309679290984697]","[0.04012930753801918, 0.0036493321007536076]","[0.013737111125304118, 0.0025587960226815957]","[0.026013000614758957, 0.0017042931213269827]","[0.041418306561971145, 0.0036315393297786983]","[0.01265092369828096, 0.006592566025545434]","[0.010161747092540132, 0.0046087385784048295]","[0.031927075412393854, 0.010281734623498625]","[0.057072061693442325, 0.007969572121303961]","[0.0, 0.0]","[0.01769812967568817, 0.00647168569485456]","[0.041418306561971145, 0.0036315393297786983]","[0.01126226746960238, 0.01273158584424998]","[0.016648691997468216, 0.001392970571147102]","[0.01964471939051047, 0.0012234758056480794]","[0.12313198037086175, 0.01369957758468974]","[0.0, 0.0]","[0.040192801954095594, 0.015590792679315457]"
19,"[0.01453173328620381, 0.0035848671781636057]","[0.01453173328620381, 0.0035848671781636057]","[0.01109337612285097, 0.007132057054781517]","[0.002487789861256403, 0.0007823561727729523]","[0.014428502255422027, 0.0077923081446954565]","[0.04156225065110595, 0.010832229513635683]","[0.01453173328620381, 0.0035848671781636057]","[0.019805858192537926, 0.003947417801833056]","[0.0025224151077838375, 0.0005306908521104947]","[0.09902306190392088, 0.014975012972932408]","[0.2022059188323544, 0.00404514507605683]","[0.034465096303875294, 0.002810098098673362]","[0.04195650364451271, 0.0010381132476657308]","[0.07431495300491328, 0.0014226458089365908]","[0.04327636054909161, 0.0019471751742076073]","[0.015489463425794785, 0.002180102639358255]","[0.028936811005757124, 0.0012539902720381105]","[0.04195650364451271, 0.0010381132476657308]","[0.014040024304405693, 0.006579606548289239]","[0.014758618753486, 0.01080687581578932]","[0.04017690054065251, 0.012733922222550554]","[0.05979638502990678, 0.006341309118402811]","[0.0, 0.0]","[0.019969620658945714, 0.007293570901833882]","[0.04195650364451271, 0.0010381132476657308]","[0.013715907242164543, 0.009859813756944976]","[0.017282180062603295, 0.0011882921789458827]","[0.021214832068677254, 0.003181735226385539]","[0.13063891278316342, 0.012662444631320503]","[0.0, 0.0]","[0.046485621423755244, 0.014593422972662718]"
20,"[0.018445798644086287, 0.003357952347978604]","[0.018445798644086287, 0.003357952347978604]","[0.016648737887026328, 0.0072542612694926805]","[0.002834711703570754, 0.0003617814905014174]","[0.01899233120741919, 0.006396520157633734]","[0.04476641840419732, 0.0036910700781459757]","[0.018445798644086287, 0.003357952347978604]","[0.02549053945879202, 0.004142800288145671]","[0.003954627823277008, 0.0011463229186965268]","[0.11589057007342365, 0.03273175700439524]","[0.22372585683774218, 0.08861767799468798]","[0.04831568774468904, 0.0072482661785927514]","[0.05948563995572152, 0.005591990130788822]","[0.10194399500919411, 0.009652375443367386]","[0.05548370044325203, 0.003772053032560971]","[0.01889509769879916, 0.002137060277602384]","[0.030508208679378517, 0.0005758279836732818]","[0.05948563995572152, 0.005591990130788822]","[0.020926442155419094, 0.014120956335483745]","[0.0213570189632345, 0.008718963021357759]","[0.0495995847715287, 0.010475466170469938]","[0.059656818315195724, 0.0023584219170461923]","[0.0, 0.0]","[0.02085783999506755, 0.002698418734912805]","[0.05948563995572152, 0.005591990130788822]","[0.022947128026903886, 0.018252666917693155]","[0.028736118059977528, 0.006143109476066806]","[0.02255966339302582, 0.002033308578573339]","[0.12983447450269708, 0.0036091784052650296]","[0.0, 0.0]","[0.0465881469720077, 0.002873266257263575]"
21,"[0.025866370906855025, 0.001577160471350723]","[0.025866370906855025, 0.001577160471350723]","[0.03678040273968383, 0.004541194399676953]","[0.009177840699783084, 0.0003903461214399448]","[0.04081582419573389, 0.0064741909533035285]","[0.05542866823535742, 0.0048931264435446995]","[0.025866370906855025, 0.001577160471350723]","[0.062313088991634444, 0.007991502203916753]","[0.05293941721149324, 0.0027387533630052535]","[0.15238745846849389, 0.04705279688835401]","[0.25364842658655096, 0.1050506698297895]","[0.08555698049425178, 0.0070549003625059465]","[0.07887322007640435, 0.0038450672632882603]","[0.1259339968285341, 0.007232657765031825]","[0.08478991973924513, 0.0047194620536656065]","[0.037277723340850805, 0.00248773819299052]","[0.052160500035995316, 0.0019637374673243477]","[0.07887322007640435, 0.0038450672632882603]","[0.04392366929429002, 0.01123157423928926]","[0.032243939850124914, 0.0031081270255179858]","[0.06142981117605852, 0.007719591281571036]","[0.07368285318345484, 0.011042415965092188]","[0.0, 0.0]","[0.036047638806599905, 0.008923712036557719]","[0.07887322007640435, 0.0038450672632882603]","[0.0489265510228622, 0.009902726803130313]","[0.04770734511867526, 0.0038123375060068088]","[0.02909464759731731, 0.003401646712136924]","[0.14317123700129297, 0.013284062975270865]","[0.0, 0.0]","[0.061568549929744774, 0.010562743288592078]"
