Frame index,Hips,LHipJoint,LeftUpLeg,LeftLeg,LeftFoot,LeftToeBase,RHipJoint,RightUpLeg,RightLeg,RightFoot,RightToeBase,LowerBack,Spine,Spine1,Neck,Neck1,Head,LeftShoulder,LeftArm,LeftForeArm,LeftHand,LeftFingerBase,LeftHandIndex1,LThumb,RightShoulder,RightArm,RightForeArm,RightHand,RightFingerBase,RightHandIndex1,RThumb
11,"[0.001311712297662714, 0.005270683736766986]","[0.001311712297662714, 0.005270683736766986]","[0.005829227142924906, 0.0028387385633059123]","[0.0007939307905711814, 0.00020282027623986409]","[0.003683715472590284, 0.00992219474406199]","[0.02595110311448963, 0.021591940818689825]","[0.001311712297662714, 0.005270683736766986]","[0.006382329945705634, 0.01566303768183908]","[0.0010517880839318063, 0.000821669018768892]","[0.018803853825079535, 0.05470995121296517]","[0.00641191448579948, 0.019137761745290204]","[0.04065977357156521, 0.00422501576644223]","[0.03594426456361343, 0.004978615204945633]","[0.036276564613785915, 0.0028022289588826624]","[0.03849339666932182, 0.006590565800779076]","[0.005446036012541821, 0.007012786113817459]","[0.009969173464219331, 0.0034117702248211597]","[0.03594426456361343, 0.004978615204945633]","[0.01448418163334516, 0.03515884612188486]","[0.003944684967284316, 0.0005004243918998499]","[0.07894932655911253, 0.008306021910241016]","[0.01994135990947868, 0.016960265976133995]","[0.0, 0.0]","[0.010976396629585636, 0.017273782692930086]","[0.03594426456361343, 0.004978615204945633]","[0.005136981211363804, 0.01763420847236555]","[0.0078873805614133, 0.005589702672463621]","[0.06479656348490924, 0.013212142437597052]","[0.013862100118060909, 0.003826738239042525]","[0.0, 0.0]","[0.011824878589991773, 0.0038151972092837516]"
12,"[0.0015321817370343058, 0.007821280449367302]","[0.0015321817370343058, 0.007821280449367302]","[0.006643481782257004, 0.004684506021221239]","[0.0009042315064502165, 0.0007503773188944728]","[0.004314446730008611, 0.005262218261671284]","[0.027754682632588238, 0.006652720759318087]","[0.0015321817370343058, 0.007821280449367302]","[0.007431185186324159, 0.013396638843599823]","[0.0010385996483367296, 0.00013523416555165382]","[0.01997457866203016, 0.016932447620843113]","[0.006299330685366152, 0.0003508776700808873]","[0.04436334042211317, 0.006757081871973331]","[0.04600810650969746, 0.005865697189260978]","[0.038952744452246654, 0.0025713310167353267]","[0.04865578978905286, 0.006941333685816366]","[0.0064974435802742595, 0.004189089547019508]","[0.011808898075904774, 0.0025137183497827126]","[0.04600810650969746, 0.005865697189260978]","[0.016028888173500722, 0.03056522586517568]","[0.004829436193896372, 0.0035789461047916423]","[0.08753601017241092, 0.00879122344229543]","[0.022303662429748686, 0.015768830443236022]","[0.0, 0.0]","[0.012326845250520297, 0.016083003463332596]","[0.04600810650969746, 0.005865697189260978]","[0.005477523489500843, 0.008366501385757674]","[0.008218382191494443, 0.0019967538698822842]","[0.06393195168653219, 0.0011780972450961768]","[0.01367348590718726, 0.000690838388010154]","[0.0, 0.0]","[0.011665308585498501, 0.0006670407316851938]"
13,"[0.0016734577101968598, 0.005302631156997162]","[0.0016734577101968598, 0.005302631156997162]","[0.006566431800931911, 0.0005297645230254862]","[0.001208578000806549, 0.0015556995522197762]","[0.004759589271953263, 0.0038078578509545768]","[0.02723925090439136, 0.00019383519467609765]","[0.0016734577101968598, 0.005302631156997162]","[0.008890832546976998, 0.016028136137041016]","[0.0010201129703940016, 3.504396180142712e-05]","[0.02217953740703809, 0.023232127895148103]","[0.006339106975793921, 0.0028421654495997713]","[0.04747975353253015, 0.005790017277711505]","[0.0506449219717603, 0.0031399307157146364]","[0.03896913443369251, 0.001029111605639011]","[0.04818383234349704, 0.0006588910419066905]","[0.006480050660332242, 0.0007959435593336814]","[0.01174084271648608, 0.0004048402422458764]","[0.0506449219717603, 0.0031399307157146364]","[0.017246200841214213, 0.02438574686228953]","[0.0055215808685085315, 0.002768562093100945]","[0.09765237938085064, 0.009590584239708844]","[0.0266702103506452, 0.023169560692090713]","[0.0, 0.0]","[0.014822584067540412, 0.02359678242296426]","[0.0506449219717603, 0.0031399307157146364]","[0.005904539579842565, 0.008752833117542928]","[0.008975046936081112, 0.002877310748642698]","[0.0660838562242656, 0.005433209961458389]","[0.01542697095840208, 0.006826654775051835]","[0.0, 0.0]","[0.013335225026833012, 0.007009122552628357]"
14,"[0.0017120661209081502, 0.002608478214931899]","[0.0017120661209081502, 0.002608478214931899]","[0.008068486386595344, 0.006142539640481737]","[0.0014832145673312125, 0.0013062003140015504]","[0.005776752800365712, 0.0063591759000328355]","[0.030459147399637745, 0.008084666969182343]","[0.0017120661209081502, 0.002608478214931899]","[0.010275557990036975, 0.014108184471262738]","[0.0010406030694522354, 0.00038423734876867865]","[0.0267224543321947, 0.03663556226337299]","[0.006856009527337032, 0.005885586208150823]","[0.049581154789472004, 0.004443390857573933]","[0.05136518647479254, 0.0013358305139805756]","[0.043271458350173334, 0.0029708845124633396]","[0.05511843484132142, 0.0044617648551209645]","[0.006718774871536489, 0.0014026357367486742]","[0.012213500241321572, 0.0009021557721270528]","[0.05136518647479254, 0.0013358305139805756]","[0.019455295023324232, 0.03282678973786921]","[0.00619053736719476, 0.0024788998504968675]","[0.09736026508561707, 0.0025830872929515874]","[0.030811011192633086, 0.020580071741279012]","[0.0, 0.0]","[0.01721147170374049, 0.020960574404656193]","[0.05136518647479254, 0.0013358305139805756]","[0.0061382022592880656, 0.00580255345126669]","[0.010117433332716521, 0.003462193907249729]","[0.06530113430374751, 0.0012653637076958568]","[0.016379357847586172, 0.004282119956461902]","[0.0, 0.0]","[0.014121985212490772, 0.0040017240974570874]"
15,"[0.001937757795753785, 0.005705022366488689]","[0.001937757795753785, 0.005705022366488689]","[0.01078493067530775, 0.009096040577026832]","[0.0015740050188765358, 0.0005519615993478581]","[0.0072729588087839595, 0.0078025316360979735]","[0.04000138287858783, 0.017417891565507375]","[0.001937757795753785, 0.005705022366488689]","[0.010792198164637773, 0.006875140544226286]","[0.0010539698501406754, 0.00030179196602408254]","[0.029178260909781362, 0.021660683798034402]","[0.006818765152881903, 0.001524258973269947]","[0.051647056196021404, 0.004091944525464764]","[0.05658997167620998, 0.0028740293689721217]","[0.05006009182576004, 0.0038188679680682012]","[0.059704456959438795, 0.0031506306641043828]","[0.007261505902499425, 0.001894873365525017]","[0.012669017954575914, 0.0007884076347625217]","[0.05658997167620998, 0.0028740293689721217]","[0.02221267286760314, 0.0346760354970316]","[0.006270377761773614, 0.0008880434224210804]","[0.09705880939557418, 0.0023963370629882315]","[0.035628417811664655, 0.02093098790194273]","[0.0, 0.0]","[0.019853701050923427, 0.02035461318179892]","[0.05658997167620998, 0.0028740293689721217]","[0.0063967170590882826, 0.00534567863016735]","[0.01068868373408934, 0.0020330842124557146]","[0.06406877732012486, 0.00015882496193152059]","[0.019135336281610578, 0.0077481551410386]","[0.0, 0.0]","[0.01656350559058411, 0.00754006195566331]"
16,"[0.0021504152737124023, 0.0047427603552051435]","[0.0021504152737124023, 0.0047427603552051435]","[0.012584291209564617, 0.005788407033010727]","[0.0017004542334574002, 0.0005732040571415526]","[0.007935691556704075, 0.003772588906715194]","[0.03957931182897119, 0.001307480492879138]","[0.0021504152737124023, 0.0047427603552051435]","[0.011300902835754722, 0.005903994168921179]","[0.0010447409359789165, 0.00011421721145077935]","[0.030855488390248438, 0.015500771793545904]","[0.007860410481784503, 0.007121651106888377]","[0.055957758785016305, 0.005568221366558655]","[0.05980139446943318, 0.0019746613956465263]","[0.05122318284009643, 0.001385365587886832]","[0.0687315952362614, 0.004573636058869469]","[0.009188719478076557, 0.004169425500514703]","[0.017063730862837065, 0.003155624634490134]","[0.05980139446943318, 0.0019746613956465263]","[0.025412469385224894, 0.03407162718885232]","[0.006420924328815563, 0.0008995415007816626]","[0.09617104289700364, 0.0014294246573833445]","[0.03949577195032766, 0.015956639543757537]","[0.0, 0.0]","[0.02197842021072432, 0.015354048605775463]","[0.05980139446943318, 0.0019746613956465263]","[0.007390966538826889, 0.010430338595146488]","[0.010614683674439997, 0.000558782839524222]","[0.06511928587961015, 0.0033423055175691215]","[0.019390962630315384, 0.00224351878249093]","[0.0, 0.0]","[0.016755657202400832, 0.0020792606687312534]"
17,"[0.002278341835709114, 0.0028999231379127723]","[0.002278341835709114, 0.0028999231379127723]","[0.01337438296947987, 0.002887980094694545]","[0.002073911864704404, 0.0010278893107997403]","[0.00859732946026474, 0.003154297515828197]","[0.04004282634515931, 0.0029147499317311283]","[0.002278341835709114, 0.0028999231379127723]","[0.013414001610960305, 0.012296959907344229]","[0.0010842578872986368, 0.00028405019533071525]","[0.036924180109351896, 0.03176220047530124]","[0.013962216787645788, 0.02820295987563703]","[0.0593129426112489, 0.004401152767759268]","[0.06753163059419866, 0.003054938681939152]","[0.05215740124182245, 0.0011506351851186948]","[0.07913803622403366, 0.004600875839640281]","[0.011316546698734053, 0.003840624894471499]","[0.01891545912335929, 0.0013949759883439172]","[0.06753163059419866, 0.003054938681939152]","[0.027150179265902484, 0.019592532547107244]","[0.007457368866228014, 0.0021666264861306727]","[0.10362174102687105, 0.0061679935765479406]","[0.04261848927753711, 0.01201736825042993]","[0.0, 0.0]","[0.023849364922581443, 0.01199702262323174]","[0.06753163059419866, 0.003054938681939152]","[0.008434780409119862, 0.009074360199288986]","[0.010880442904578945, 0.0010439649413342988]","[0.06467752579315891, 0.0015254177662430211]","[0.02539894730901656, 0.010700932569869558]","[0.0, 0.0]","[0.0218313125960461, 0.009935728608276725]"
18,"[0.002562698002130359, 0.0037085652582295827]","[0.002562698002130359, 0.0037085652582295827]","[0.016948275971645027, 0.0067644802331986555]","[0.0025527944796989157, 0.0009844504347587871]","[0.009389178201326715, 0.0027913159076736454]","[0.04597241416955508, 0.007955343944135653]","[0.002562698002130359, 0.0037085652582295827]","[0.016658364821328445, 0.01390358012475484]","[0.0013171724762341729, 0.0006708113037430338]","[0.03622752035920109, 0.00035584315600991517]","[0.014231098006728391, 0.0032856403056319215]","[0.06601568398290458, 0.006021018338970598]","[0.07253344599577681, 0.0020364041923245906]","[0.06297620937339278, 0.0037660423286563103]","[0.08824382776809632, 0.003709507490271286]","[0.01637744383147221, 0.00646167680213991]","[0.028208589283116724, 0.0042873703167636895]","[0.07253344599577681, 0.0020364041923245906]","[0.028482755184901218, 0.013776046570503565]","[0.007377502161501673, 0.0002171449189093504]","[0.11146624766787232, 0.006037093882648412]","[0.05083864332720397, 0.019565637557433357]","[0.0, 0.0]","[0.028667147738820925, 0.018955738149358345]","[0.07253344599577681, 0.0020364041923245906]","[0.008856034175359963, 0.004133595031850474]","[0.010673143520142741, 2.6348291863438283e-05]","[0.06376822743724611, 0.0006073745796940117]","[0.02699967367880674, 0.003492938594579958]","[0.0, 0.0]","[0.023233443807669372, 0.0032980436820186673]"
19,"[0.003343759180787316, 0.005733905513710926]","[0.003343759180787316, 0.005733905513710926]","[0.02097710327747751, 0.005627402674250264]","[0.0029706208098087576, 0.0006205685932620874]","[0.010958919915479223, 0.0032409338308155094]","[0.062392706963749635, 0.015210948754173576]","[0.003343759180787316, 0.005733905513710926]","[0.02134293294976564, 0.013854464722988142]","[0.0018124115465639368, 0.0008847319303812593]","[0.043913641734869814, 0.02501232612149042]","[0.02906357796070972, 0.041990540584516255]","[0.07835564484386642, 0.008293172664827417]","[0.07680870430158288, 0.001589400788955003]","[0.08110448958194949, 0.004931845411757988]","[0.09370408509905123, 0.002325887498481025]","[0.022653898310647035, 0.005763857587629218]","[0.03333680433602099, 0.0020121901028986285]","[0.07680870430158288, 0.001589400788955003]","[0.03100766607838988, 0.01472733505261021]","[0.007307209088020983, 0.00017602426463209238]","[0.12087011446607318, 0.006347762489503336]","[0.06096937208205985, 0.018032005003961727]","[0.0, 0.0]","[0.034905650517858, 0.017401453205619095]","[0.07680870430158288, 0.001589400788955003]","[0.009514298755910004, 0.0037288111561561903]","[0.01056490868159647, 0.00019306382449442677]","[0.07186762129337938, 0.006270968002415612]","[0.04816938042251915, 0.02500759801805288]","[0.0, 0.0]","[0.04230670605065051, 0.023560167892102295]"
20,"[0.0042763499337581425, 0.003630944655641696]","[0.0042763499337581425, 0.003630944655641696]","[0.024116036665947926, 0.002988725892466077]","[0.004031516644467489, 0.0007081839970329541]","[0.01633775203691129, 0.005297828198184375]","[0.06253901170364379, 0.0020321281146801267]","[0.0042763499337581425, 0.003630944655641696]","[0.024723872111098145, 0.006541872796408679]","[0.0030680209756121677, 0.0011002623422550907]","[0.04947713836984943, 0.014462214602616189]","[0.04287576412805794, 0.027028882880415134]","[0.09422760411950523, 0.008662058014834844]","[0.08130429223125463, 0.0013273239676713663]","[0.10782162361703919, 0.005634208955045341]","[0.09586272712625007, 0.0012812386948840208]","[0.03149036848014074, 0.004748321048637236]","[0.046636169113762505, 0.0029444939434095626]","[0.08130429223125463, 0.0013273239676713663]","[0.03159808081712314, 0.005004392872087791]","[0.008091867113795165, 0.0006543940652794925]","[0.1236128006633602, 0.003375466773357048]","[0.07630399029381091, 0.01756704619721962]","[0.0, 0.0]","[0.045374763967974435, 0.016886833269290413]","[0.08130429223125463, 0.0013273239676713663]","[0.01328283304679203, 0.00793511187735009]","[0.011994019273108026, 0.0008719639436670164]","[0.07919078873558733, 0.0052272611097230635]","[0.08764705836826386, 0.06773775842110412]","[0.0, 0.0]","[0.08044878498309306, 0.06337586810009532]"
21,"[0.013811634230329996, 0.002890408013983183]","[0.013811634230329996, 0.002890408013983183]","[0.03907815483152147, 0.004418815566427193]","[0.004741521480067129, 3.0466557903574615e-05]","[0.02595286113736077, 0.0020701681433910168]","[0.08088986263346362, 0.009274952680110101]","[0.013811634230329996, 0.002890408013983183]","[0.03901124765288024, 0.006681694853515669]","[0.01056785268805915, 0.00044232106170159763]","[0.06576298599878144, 0.020526854163125573]","[0.06214477776388176, 0.017982706778244865]","[0.11389499854694304, 0.008415069360300969]","[0.09431374948124749, 0.0020031005098519726]","[0.15053985664753977, 0.006465652060213026]","[0.10471894420198398, 0.0018948970652202257]","[0.051964943687426365, 0.0030925159626145273]","[0.0594195837523475, 0.0012960941995575693]","[0.09431374948124749, 0.0020031005098519726]","[0.04457441568933841, 0.01376906291145153]","[0.014497625272047246, 0.0015438254466424036]","[0.16269049302014726, 0.015592771537317337]","[0.09955457837004823, 0.013216558217766202]","[0.0, 0.0]","[0.06812456033459732, 0.012430516428741614]","[0.09431374948124749, 0.0020031005098519726]","[0.022713944084884745, 0.0035604378295363897]","[0.012130391519033883, 0.0001156176493049871]","[0.08747082654467497, 0.004921828490624011]","[0.12062982352724183, 0.050620594307070624]","[0.0, 0.0]","[0.11415898799809704, 0.04782678673055641]"
