Frame index,Hips,LHipJoint,LeftUpLeg,LeftLeg,LeftFoot,LeftToeBase,RHipJoint,RightUpLeg,RightLeg,RightFoot,RightToeBase,LowerBack,Spine,Spine1,Neck,Neck1,Head,LeftShoulder,LeftArm,LeftForeArm,LeftHand,LeftFingerBase,LeftHandIndex1,LThumb,RightShoulder,RightArm,RightForeArm,RightHand,RightFingerBase,RightHandIndex1,RThumb
11,"[0.0005649226819796999, 0.00041831222513827716]","[0.0005649226819796999, 0.00041831222513827716]","[0.00033647522135998533, 0.00015817493901535058]","[0.0003721691851714496, 0.0005792218086593841]","[0.0009015291527513843, 0.0005146057600513265]","[0.0023722403277753592, 0.0005176800919514898]","[0.0005649226819796999, 0.00041831222513827716]","[0.0004894294432606004, 0.00014782384303521425]","[0.00011049251429582309, 0.00030776903094873804]","[0.0003539193208461883, 5.049651580682149e-05]","[0.009510700660975596, 0.0007071564643063433]","[0.010515334409289092, 0.0006214052536690858]","[0.00805146441032984, 0.00029600831229724975]","[0.013610215944522329, 0.0006495999801975893]","[0.010956499726788261, 0.0020426780929868713]","[0.003811040660332169, 0.0025957241092954947]","[0.004736587377098426, 0.0011576437452637202]","[0.00805146441032984, 0.00029600831229724975]","[0.002312523441991743, 0.0005401764968860007]","[0.00011156825936764287, 0.0002910828634284696]","[0.0003748550701382777, 0.00021118483949143126]","[0.015313238619824754, 0.001704174587335333]","[0.0, 0.0]","[0.0017703296022240586, 0.0016848239604056305]","[0.00805146441032984, 0.00029600831229724975]","[0.0019208105952242416, 0.0009485888079607996]","[0.00023374573161819646, 0.00033779648568258396]","[0.006371512330118613, 0.00046600291028249]","[0.0037181724431946416, 0.0013031018335900124]","[0.0, 0.0]","[0.0014540943102971198, 0.0013184623026172685]"
12,"[0.0006237499407831653, 0.0004216017626063921]","[0.0006237499407831653, 0.0004216017626063921]","[0.0003533905607402777, 0.00019577806230604953]","[0.0004401141194531515, 0.0005862087451235083]","[0.001006448491517767, 0.0004998481159742794]","[0.002764288985887527, 0.00040842033895107223]","[0.0006237499407831653, 0.0004216017626063921]","[0.0004968809789815149, 0.0001496232724689903]","[0.00015243143134192094, 0.00035454223982610576]","[0.0003519538384971556, 5.8296536607824085e-05]","[0.01016065805701706, 0.0004902222240975625]","[0.010663928497568103, 0.0008159711583282109]","[0.007995460818377135, 0.00043057557620209964]","[0.013621122181131906, 0.0009028329789208846]","[0.011084679714993573, 0.0016336882261153243]","[0.004109820610523515, 0.002256806986986636]","[0.005018649329190492, 0.000992943776833322]","[0.007995460818377135, 0.00043057557620209964]","[0.0022902234052440077, 0.0007760302150293187]","[0.0001368650984522663, 0.0003456050003305619]","[0.00038705771855227834, 0.0003979350694547501]","[0.017072292542144343, 0.0017191923051520686]","[0.0, 0.0]","[0.0019762657403714448, 0.0016611473353083336]","[0.007995460818377135, 0.00043057557620209964]","[0.001919593373269763, 0.0013324209121861397]","[0.00025733584781239914, 0.00034818613589014094]","[0.006931800726189592, 0.0004363323129985815]","[0.003896351181056977, 0.0010303130158091215]","[0.0, 0.0]","[0.0015245954919801393, 0.0010321600234465373]"
13,"[0.0006908855071003339, 0.00042349691647390413]","[0.0006908855071003339, 0.00042349691647390413]","[0.0003787691428029761, 0.00022213796127391782]","[0.0005157286765113714, 0.0005878290003683742]","[0.0011226298579139877, 0.0004935480646821782]","[0.0033362133259164616, 0.000506651425038217]","[0.0006908855071003339, 0.00042349691647390413]","[0.0005158165308409189, 0.00018250206110434825]","[0.00020320093586804133, 0.00038777463724320294]","[0.0003700627386668158, 0.00014483262434773121]","[0.011426473871497644, 0.0006967158326517823]","[0.010919249892648066, 0.0008711376345159126]","[0.007966533801819508, 0.000489334083540523]","[0.013768181222275525, 0.0009973735378725967]","[0.0111011716194998, 0.001267005916289171]","[0.004363358530558611, 0.001896426394381568]","[0.0052468043049601586, 0.000824336420434741]","[0.007966533801819508, 0.000489334083540523]","[0.0022778168431365152, 0.0009695047532794492]","[0.0001773627897908443, 0.00047112292216506076]","[0.0003867594687362135, 0.00021293016874326183]","[0.019036140602201417, 0.0017320611715285737]","[0.0, 0.0]","[0.0022151329792832563, 0.0016964397687267074]","[0.007966533801819508, 0.000489334083540523]","[0.0019447758747510062, 0.0015538382970621445]","[0.00028455021784026124, 0.0003518331355147056]","[0.007399085932238909, 0.00036477381366681766]","[0.004037514816509559, 0.0008493284989790386]","[0.0, 0.0]","[0.0015818891738325737, 0.0008570659196404848]"
14,"[0.0007587179187555607, 0.0003862143776045811]","[0.0007587179187555607, 0.0003862143776045811]","[0.0004062579232622912, 0.00020974645824397396]","[0.000602180031796154, 0.000591535442679403]","[0.001251679784105525, 0.0004807228419155801]","[0.003794287501458121, 0.00039187782412643523]","[0.0007587179187555607, 0.0003862143776045811]","[0.0005404112366614378, 0.0001839226217217311]","[0.00026392202668280265, 0.00041197191361740034]","[0.0004079357992228542, 0.00020022777667076376]","[0.012960896857791955, 0.000736967113321283]","[0.011378751553504155, 0.0010050270718315983]","[0.008033812814579027, 0.0006280179414461977]","[0.014169834837962914, 0.0012023477124464851]","[0.011094230532432827, 0.00108794013357604]","[0.004565801180724472, 0.001535547668613168]","[0.005432786502776689, 0.0006848978180959021]","[0.008033812814579027, 0.0006280179414461977]","[0.002287072747248834, 0.001263796176477622]","[0.00023240768998760585, 0.0005566703242408702]","[0.00039161499407581226, 0.00024260076602707298]","[0.021314464842687043, 0.001771964664387463]","[0.0, 0.0]","[0.002493964956050549, 0.001716576642258382]","[0.008033812814579027, 0.0006280179414461977]","[0.002020832847734875, 0.0019619517535947885]","[0.0003169670777404764, 0.00035851266307873256]","[0.007880161611445254, 0.0003403392041388934]","[0.004077115229010406, 0.0005375159318140452]","[0.0, 0.0]","[0.0015990254625719252, 0.0005417943765937624]"
15,"[0.0008386125810001836, 0.00038150814569941154]","[0.0008386125810001836, 0.00038150814569941154]","[0.00044653846854796964, 0.00023481570284672449]","[0.000702862804725853, 0.0005910697002910216]","[0.0013885025196784951, 0.00044422377066406814]","[0.003953542715279756, 0.00018871788307685548]","[0.0008386125810001836, 0.00038150814569941154]","[0.000591903536116522, 0.00024589892194429807]","[0.0003352095418682618, 0.00042099432991338074]","[0.000465667143093463, 0.00023806316579533436]","[0.013957209378911095, 0.0005051256646687239]","[0.012159904020003633, 0.001207455672178332]","[0.00837328264032172, 0.0008918277188186313]","[0.015013385123066096, 0.0015545653742711706]","[0.011247870717676405, 0.0012938817697896459]","[0.00473244527344098, 0.0012519925261726638]","[0.005637017374474648, 0.0006351638989898786]","[0.00837328264032172, 0.0008918277188186313]","[0.0023825036168643597, 0.001869910087540528]","[0.00030817531609334377, 0.0006526063266454854]","[0.00038540406052260716, 3.4906585039791434e-05]","[0.024006208077079733, 0.0018125564784657285]","[0.0, 0.0]","[0.0028352289016495267, 0.0017652750961613057]","[0.00837328264032172, 0.0008918277188186313]","[0.00218932717920958, 0.0026464015953503272]","[0.0003630313855856847, 0.0004082617189511945]","[0.008265417700102003, 0.0002740166925631147]","[0.004038496951655951, 0.0002064659040481983]","[0.0, 0.0]","[0.0015839319160498406, 0.00020439454972832118]"
16,"[0.0009246877237501504, 0.00034600659593435513]","[0.0009246877237501504, 0.00034600659593435513]","[0.0004847297316212924, 0.00019564235617713663]","[0.0008241464208337062, 0.0005894089098360564]","[0.0015367421409455844, 0.00040474718821446155]","[0.003889601730727299, 1.718949962017399e-05]","[0.0009246877237501504, 0.00034600659593435513]","[0.0006448533825394544, 0.00021574035023806218]","[0.00042225774460513964, 0.0004312399438875972]","[0.000539765168416237, 0.00024759565177259545]","[0.01492961941695334, 0.00044161210648168786]","[0.013095290314662607, 0.0012179419450493896]","[0.00890593778770563, 0.0010062598152218187]","[0.01606954307085992, 0.001626584946599722]","[0.011620339145530692, 0.0015237490013546434]","[0.004916755910321544, 0.0011320994741585348]","[0.005924047946271519, 0.0006495451301362548]","[0.00890593778770563, 0.0010062598152218187]","[0.002545025810558249, 0.0021305043554825046]","[0.000406578156495151, 0.0007085937668464315]","[0.0003822559039951643, 8.203047484369275e-05]","[0.027160723636594844, 0.0018124885157512153]","[0.0, 0.0]","[0.0032518042389403264, 0.0017703611505097306]","[0.00890593778770563, 0.0010062598152218187]","[0.002436517401744608, 0.0029657124050995053]","[0.00041906522438446266, 0.00040818477889351985]","[0.008387213489545268, 0.00016231562043546362]","[0.004008877221861044, 0.00020742256349892124]","[0.0, 0.0]","[0.0015732148253449873, 0.00021238202085647331]"
17,"[0.0010093972099048678, 0.000283930854816275]","[0.0010093972099048678, 0.000283930854816275]","[0.0005107196215499406, 0.00013010170173262503]","[0.0009743588669333766, 0.0005774643242958744]","[0.0017060984007605954, 0.00036714056292277844]","[0.004134473865658529, 0.00016173345841085884]","[0.0010093972099048678, 0.000283930854816275]","[0.0006804608672997562, 0.00014216365959603586]","[0.0005344047287636644, 0.0004431236074891379]","[0.0006261866185880626, 0.00023112732096741898]","[0.015373980982201985, 0.0002638952804173195]","[0.014074389807936119, 0.0011174409089303391]","[0.009485258881888335, 0.0009346752555962498]","[0.01713443045011446, 0.0014925649231019205]","[0.012178917916510247, 0.0016333007200515194]","[0.005167016365389283, 0.0010958176713550432]","[0.006331124882791608, 0.0006673031352806163]","[0.009485258881888335, 0.0009346752555962498]","[0.0027121994302934734, 0.0018299678256935399]","[0.0005290656220883153, 0.0007118155878494889]","[0.0003804085173521355, 8.377580409564992e-05]","[0.03107089475209751, 0.0018439602107248347]","[0.0, 0.0]","[0.003798353029966245, 0.0018105039701496145]","[0.009485258881888335, 0.0009346752555962498]","[0.0027266758104074196, 0.0028065489226925125]","[0.00047610561276740593, 0.00034397490476786684]","[0.008255049562439814, 2.2689280275927778e-05]","[0.0041809802426548475, 0.0004918065793453614]","[0.0, 0.0]","[0.0016478829842081204, 0.0005004823657869183]"
18,"[0.0011098388209976283, 0.0002465328494986478]","[0.0011098388209976283, 0.0002465328494986478]","[0.0005420817357376344, 0.00011082761899956276]","[0.0011826946710000157, 0.0005823635660501958]","[0.0019272486594333984, 0.0003441614542574437]","[0.004948170811454651, 0.0002875381782283888]","[0.0011098388209976283, 0.0002465328494986478]","[0.0007017195575976963, 8.71743299667062e-05]","[0.0006922483469967703, 0.00046075624186862755]","[0.0007305928547720112, 0.00020811097745359418]","[0.015549971877049188, 0.00016892201388719473]","[0.015236782276933963, 0.0010799412913086875]","[0.010231820283775547, 0.0009359872496854569]","[0.018372437366534097, 0.0014610305277599114]","[0.013061857630647546, 0.0018447727558424814]","[0.00552826998054399, 0.0010708273402255158]","[0.006930689251519868, 0.0006924925116220596]","[0.010231820283775547, 0.0009359872496854569]","[0.002958231864256198, 0.0018572077825659665]","[0.0006793556814735594, 0.0006614158662924844]","[0.0004241779166547428, 0.0002740166925629551]","[0.035971106103009846, 0.0018317759980816986]","[0.0, 0.0]","[0.0045522168211744336, 0.0018266199252109615]","[0.010231820283775547, 0.0009359872496854569]","[0.0031250142858446754, 0.0028386965118313893]","[0.0005459861374595282, 0.0003108834971670884]","[0.008314926304990993, 9.77384381116826e-05]","[0.00461841401456574, 0.0006582317984963436]","[0.0, 0.0]","[0.0018388838302572659, 0.0006767693110438171]"
19,"[0.0012704091413993021, 0.00023743322590648422]","[0.0012704091413993021, 0.00023743322590648422]","[0.0005880869719173091, 9.543301341579913e-05]","[0.0015034917318584818, 0.0005753387560356648]","[0.002235303207449421, 0.0003052584217474988]","[0.007264779096478376, 0.0005011369475753757]","[0.0012704091413993021, 0.00023743322590648422]","[0.000697240186046439, 2.5286432622559787e-05]","[0.0009462014730867344, 0.000481254396820658]","[0.0009027387496299044, 0.000214702992903918]","[0.015440234533115153, 6.843937793755464e-05]","[0.016874063863566643, 0.001135980328494065]","[0.011122709352051091, 0.0008711518480472663]","[0.019968772705136327, 0.0014991600459727202]","[0.014128649022112652, 0.0017884167634875468]","[0.005967430471677902, 0.0008927606599126471]","[0.0076726264069357135, 0.0006127531828724373]","[0.011122709352051091, 0.0008711518480472663]","[0.0032519550208001203, 0.001553368284350522]","[0.0008949608591808995, 0.0006240190030574657]","[0.000476377849766495, 0.0002164208272476329]","[0.04272879561547726, 0.0018622268711190773]","[0.0, 0.0]","[0.0057335652601558165, 0.0018566588983045152]","[0.011122709352051091, 0.0008711518480472663]","[0.0036523567818748087, 0.0026018804530354494]","[0.0006464847463332962, 0.00028453336700099606]","[0.009143342958003477, 0.00019722220547536593]","[0.005201089992356962, 0.0005827203325693285]","[0.0, 0.0]","[0.0020976677151578545, 0.0005915884406306692]"
20,"[0.0015931846776310924, 0.00021794690061483735]","[0.0015931846776310924, 0.00021794690061483735]","[0.0007268373459710746, 0.00011146419578506564]","[0.0021779336255997634, 0.0005720398534250261]","[0.0029635343723941753, 0.0003247275254012475]","[0.009501171089819347, 0.0002836611239652984]","[0.0015931846776310924, 0.00021794690061483735]","[0.0008013479926730533, 7.50731902959805e-05]","[0.0014915622874254603, 0.000497245007442524]","[0.0012314558540028663, 0.00019602432993020004]","[0.015193180595610277, 1.439235371489954e-05]","[0.017956102538733698, 0.0007092223821670813]","[0.011382608945330731, 0.0003881203906180198]","[0.020598523856139216, 0.0008054908693163627]","[0.014692051162133535, 0.0010706694604195749]","[0.006511448828887621, 0.0006461012259074273]","[0.008395063027130356, 0.0004092449411767887]","[0.011382608945330731, 0.0003881203906180198]","[0.0033279051273198985, 0.0005172368690921029]","[0.0013102308345025841, 0.0005789118474727166]","[0.0005710187366758563, 0.0001815142422074094]","[0.05309416761665628, 0.0018935206729980363]","[0.0, 0.0]","[0.008158503433573055, 0.0018983407209275194]","[0.011382608945330731, 0.0003881203906180198]","[0.004143898402146668, 0.00155268204573236]","[0.0007229854000348929, 0.00012346195896806102]","[0.011900127738608338, 0.000354301838154846]","[0.006275644598525068, 0.0005529035902554308]","[0.0, 0.0]","[0.002618754309478214, 0.0005621591869286697]"
