Frame index,Hips,LHipJoint,LeftUpLeg,LeftLeg,LeftFoot,LeftToeBase,RHipJoint,RightUpLeg,RightLeg,RightFoot,RightToeBase,LowerBack,Spine,Spine1,Neck,Neck1,Head,LeftShoulder,LeftArm,LeftForeArm,LeftHand,LeftFingerBase,LeftHandIndex1,LThumb,RightShoulder,RightArm,RightForeArm,RightHand,RightFingerBase,RightHandIndex1,RThumb
11,"[0.07464625472109762, 0.014902766772107555]","[0.07464625472109762, 0.014902766772107555]","[0.10013362032728182, 0.027924082268578763]","[0.15294374133073335, 0.08834763307479014]","[0.05858710301373106, 0.035563456427931524]","[0.1404027917344042, 0.07805113828709352]","[0.07464625472109762, 0.014902766772107555]","[0.027640615731512393, 0.03038218207957488]","[0.0169242266676235, 0.005670601133820614]","[0.024170285846919576, 0.011176513071776856]","[0.038003833508814845, 0.0013430458355050807]","[0.06808082505671026, 0.012737929150750614]","[0.05403896705392906, 0.007768189071071951]","[0.0519109771786987, 0.002757162892499267]","[0.12215466036879788, 0.0075986289711615605]","[0.02190859342172634, 0.011832396271899614]","[0.028209346133446504, 0.005135918980258337]","[0.05403896705392906, 0.007768189071071951]","[0.017961553823180845, 0.02504920289202298]","[0.007405314737468439, 0.018151603469325168]","[0.013206033781016494, 0.0018814649336500629]","[0.02126727672710522, 0.00493223397625408]","[0.0, 0.0]","[0.020071411883133772, 0.004842975138970451]","[0.05403896705392906, 0.007768189071071951]","[0.017131660429086155, 0.046855114415143825]","[0.0044578570140604255, 0.006108972412952238]","[0.0176746090558797, 0.004223696789826329]","[0.006809543174444255, 0.005213847915085297]","[0.0, 0.0]","[0.019528624020525236, 0.004968369850705124]"
12,"[0.09147041165426392, 0.01983882762258912]","[0.09147041165426392, 0.01983882762258912]","[0.11117422115877221, 0.029070905874122803]","[0.17530970372715965, 0.09047688228146833]","[0.07429686213104435, 0.05933920415044147]","[0.17578990908114478, 0.11846367654867276]","[0.09147041165426392, 0.01983882762258912]","[0.03558752840677059, 0.03589784098063922]","[0.017212876190035076, 0.008198537554259111]","[0.03137569671314736, 0.020011969475313727]","[0.08345558394487934, 0.10917099560952474]","[0.08799644777790369, 0.020363624399243746]","[0.0628381277256813, 0.007787021927174774]","[0.06205208053181673, 0.007310964495223401]","[0.1316328974176925, 0.010475215896685696]","[0.02593947524645207, 0.013542380359009629]","[0.032654653966567415, 0.006314795145454711]","[0.0628381277256813, 0.007787021927174774]","[0.02044013302623099, 0.028918524232326687]","[0.008821931954260011, 0.019093714991407613]","[0.013160442848848469, 0.003359758810089119]","[0.020400557582005128, 0.0010825808006192685]","[0.0, 0.0]","[0.019256701208071658, 0.001086150446744736]","[0.0628381277256813, 0.007787021927174774]","[0.02119819250518536, 0.04722790495123657]","[0.00543148810113404, 0.00919476053923415]","[0.01684373493085108, 0.00011693705988362231]","[0.007607475383581284, 0.006953136922412337]","[0.0, 0.0]","[0.021796265485940044, 0.006807615687083911]"
13,"[0.1101874531304246, 0.02088179606564743]","[0.1101874531304246, 0.02088179606564743]","[0.13403285560455558, 0.04484757799681643]","[0.19879708705920637, 0.09212387474049764]","[0.07908504773994147, 0.031054048907055005]","[0.17735414363931246, 0.04330283624575145]","[0.1101874531304246, 0.02088179606564743]","[0.042999369920461265, 0.03312020798120111]","[0.019304939846350913, 0.01426253681819444]","[0.04366901154349645, 0.0293466071103729]","[0.129530992759274, 0.11608336680235319]","[0.10775815444365064, 0.019991944921789767]","[0.07633720358874235, 0.00991204235118078]","[0.07264225347249294, 0.0073371512555426375]","[0.13306319478196565, 0.006688483104550832]","[0.028737539631493666, 0.010548306761420627]","[0.03535777868894838, 0.004677211028811436]","[0.07633720358874235, 0.00991204235118078]","[0.023129793656077393, 0.028672823251698138]","[0.010471200875656903, 0.019984480160422795]","[0.01707703285648867, 0.01279326341711834]","[0.022859334780822242, 0.01114594236632298]","[0.0, 0.0]","[0.021478121197040335, 0.010726960872113599]","[0.07633720358874235, 0.00991204235118078]","[0.025349735004630322, 0.045880610734120295]","[0.0076726393682917775, 0.01616984490727543]","[0.020546375853514365, 0.005352924815866685]","[0.009396052277903199, 0.010691378039225489]","[0.0, 0.0]","[0.026653227007964134, 0.010192078690122472]"
14,"[0.12190973247846926, 0.015510351407238792]","[0.12190973247846926, 0.015510351407238792]","[0.16082305718916012, 0.050029737357944644]","[0.222789897380453, 0.09126946858257487]","[0.07855680239995456, 0.015980127393431215]","[0.20708036917412698, 0.10096841799952301]","[0.12190973247846926, 0.015510351407238792]","[0.046373544016102594, 0.020616468799770145]","[0.02415056149817956, 0.022644977199073296]","[0.050472621429137984, 0.018998434670885033]","[0.15343874386808656, 0.074146875594985]","[0.11483947383567966, 0.011391492630534312]","[0.09018519382358595, 0.009748800448665183]","[0.08195590735355587, 0.0065793186776109255]","[0.13132204076783827, 0.004261304676946182]","[0.03034094720588478, 0.007772109693867579]","[0.03638734834801676, 0.0031875975731213767]","[0.09018519382358595, 0.009748800448665183]","[0.025058792421457542, 0.022692116838016092]","[0.012693572036667305, 0.022724358054672822]","[0.018397962677751595, 0.006532767390214906]","[0.023487873870298073, 0.0064188506156183335]","[0.0, 0.0]","[0.02202583720512228, 0.006193520159157589]","[0.09018519382358595, 0.009748800448665183]","[0.03133708558403374, 0.055517157262653494]","[0.009892297054746205, 0.015238622369515882]","[0.01966166787257946, 0.0002513274122871408]","[0.00915705472217319, 0.001701501320743782]","[0.0, 0.0]","[0.025991344271004118, 0.0017224177958509181]"
15,"[0.13327244493974644, 0.014477727395479808]","[0.13327244493974644, 0.014477727395479808]","[0.18502515008409595, 0.04585879489958351]","[0.24629958496479162, 0.08767380127479062]","[0.07987749939301038, 0.01947840835073104]","[0.19949117429131175, 0.011018888725009189]","[0.13327244493974644, 0.014477727395479808]","[0.04992165725407821, 0.019268537683583747]","[0.03151074986165763, 0.028774462182526047]","[0.056136017659249735, 0.01606303013530696]","[0.18620049322160703, 0.09091991278027892]","[0.1208492907009421, 0.01007435790576457]","[0.09886698774607014, 0.007196877532284734]","[0.09277922522493007, 0.006787685346566965]","[0.1844081062823016, 0.02788144904195116]","[0.041385402005008134, 0.02155399008856658]","[0.05157657916849803, 0.01176708695303238]","[0.09886698774607014, 0.007196877532284734]","[0.029229399592417975, 0.03098980903661949]","[0.015871065939360142, 0.026762201957490715]","[0.018647962155554986, 0.0039060468659632345]","[0.025974857651051397, 0.009319945654423407]","[0.0, 0.0]","[0.024483309725127734, 0.009361029220344515]","[0.09886698774607014, 0.007196877532284734]","[0.03795944794464978, 0.05524876823581828]","[0.011955452345065037, 0.013418454213705413]","[0.02926429131703152, 0.008892452538911123]","[0.01112079238772814, 0.00915150244020148]","[0.0, 0.0]","[0.031666379143043655, 0.009261677686570973]"
16,"[0.15910684624836874, 0.02159525849234632]","[0.15910684624836874, 0.02159525849234632]","[0.2133267395923875, 0.04830322254519582]","[0.27048130614910737, 0.08537961134623179]","[0.08416723382644972, 0.02348876414309525]","[0.19695168662338552, 0.027628975467050496]","[0.15910684624836874, 0.02159525849234632]","[0.059511660988276774, 0.029477724444197724]","[0.04000004347918817, 0.029628567488294316]","[0.06179575959469224, 0.014640476468006076]","[0.1955586268783994, 0.04947877905549332]","[0.13303595240288382, 0.012471756009043431]","[0.11735265850901291, 0.010196277111670716]","[0.09824313363696285, 0.0046718260072280025]","[0.2471649332212617, 0.03908862678087076]","[0.06660239313899687, 0.04329306094546247]","[0.0796689220223243, 0.020029719905322128]","[0.11735265850901291, 0.010196277111670716]","[0.03275152543896084, 0.025353923280456346]","[0.02071131581219965, 0.03281281440647703]","[0.019953266129705157, 0.005012585611727815]","[0.035694800210036515, 0.02035060248030991]","[0.0, 0.0]","[0.033851260039467264, 0.020322334157547448]","[0.11735265850901291, 0.010196277111670716]","[0.0474022429853895, 0.06460308551934205]","[0.015084959501590871, 0.015960868172989796]","[0.028012542415624876, 0.00027750735106710336]","[0.011991309949784541, 0.005294376345536492]","[0.0, 0.0]","[0.033823565487351034, 0.005083199621518128]"
17,"[0.1961710863490012, 0.028646115811276636]","[0.1961710863490012, 0.028646115811276636]","[0.24466463762742452, 0.04875626345233254]","[0.2955462482009457, 0.08252514752033992]","[0.08652692630213724, 0.018359206427512976]","[0.231875842307688, 0.09412771564755232]","[0.1961710863490012, 0.028646115811276636]","[0.07403748193033138, 0.03458539580293584]","[0.047485210569423654, 0.024659267041588433]","[0.06750366304732325, 0.01304814885597901]","[0.18991321403756706, 0.013612090497235888]","[0.17143176303061783, 0.025469654992604306]","[0.14659161115794692, 0.013016447146753147]","[0.11765697033549269, 0.008096849023563562]","[0.259698381105264, 0.017257827050130552]","[0.08220075776863761, 0.028188588773068235]","[0.09397936977735666, 0.011628270697634172]","[0.14659161115794692, 0.013016447146753147]","[0.038210233004566774, 0.028176008759581612]","[0.026585597932685084, 0.03298242000942491]","[0.02769867170716764, 0.012597786540895]","[0.05398880431949511, 0.03062599872348096]","[0.0, 0.0]","[0.05130323665055353, 0.030274988187701326]","[0.14659161115794692, 0.013016447146753147]","[0.05986050939585602, 0.07012240947644889]","[0.018468680056193038, 0.014601325341975715]","[0.03347811084457077, 0.004494222823885427]","[0.015783956613184862, 0.01079537185001474]","[0.0, 0.0]","[0.043779130152911044, 0.010540375580792148]"
18,"[0.235735965962653, 0.02824026919393136]","[0.235735965962653, 0.02824026919393136]","[0.2782361101686343, 0.04755261502917769]","[0.31939100943944704, 0.07571999164262361]","[0.10343106731791235, 0.03818538201836565]","[0.2238802308511824, 0.011432606578125091]","[0.235735965962653, 0.02824026919393136]","[0.09346676325811429, 0.036546598142123035]","[0.05205687638460102, 0.016298920959793385]","[0.0848501023276512, 0.021605076022358477]","[0.1830919709151719, 0.00815921924523226]","[0.21970668324995604, 0.03192742442262084]","[0.17138312348806267, 0.010683112281381944]","[0.15063596961729242, 0.010602058980828827]","[0.2598278405306154, 0.011619281157566372]","[0.09364273685256608, 0.020803290489242954]","[0.10345403449991233, 0.00833333818221676]","[0.17138312348806267, 0.010683112281381944]","[0.049292662287215544, 0.03753109236900429]","[0.03269972401941276, 0.028035760054723136]","[0.04383128668464921, 0.01992991472852335]","[0.059002968193027465, 0.011737087200042554]","[0.0, 0.0]","[0.05587901429626066, 0.011311392583936307]","[0.17138312348806267, 0.010683112281381944]","[0.07660335938293512, 0.07429383875396152]","[0.021411768321138246, 0.010915721579778262]","[0.039380392240854545, 0.00398807734080706]","[0.016681554849793702, 0.004097364710717737]","[0.0, 0.0]","[0.0456561271956817, 0.0039137610337342385]"
19,"[0.28606253896618095, 0.03437728017189954]","[0.28606253896618095, 0.03437728017189954]","[0.3245037763203707, 0.05842351766805454]","[0.3419905788632835, 0.06830470700039014]","[0.10144644929665898, 0.00818803330305349]","[0.22816523527027446, 0.03878228547747306]","[0.28606253896618095, 0.03437728017189954]","[0.11732654920696714, 0.03419675614021705]","[0.05389409950048195, 0.009511449628078155]","[0.10874219232902468, 0.02251995922297936]","[0.17407029704254892, 0.0003732235433888753]","[0.25648693820185603, 0.025368219530023002]","[0.21372407904865445, 0.013666585136981588]","[0.18704567761575697, 0.010138370595374927]","[0.2621909633726546, 0.012106316722307766]","[0.1053744489645432, 0.017924666979997853]","[0.11570591812399704, 0.00816072573378104]","[0.21372407904865445, 0.013666585136981588]","[0.06558246606311087, 0.03841707333349212]","[0.040392719087335265, 0.024562260748244046]","[0.05993377571834796, 0.0157603231455087]","[0.0901868754101787, 0.03216623433123175]","[0.0, 0.0]","[0.08619927518880663, 0.0321170413597609]","[0.21372407904865445, 0.013666585136981588]","[0.09985543896920018, 0.07529644424298501]","[0.028226999590527317, 0.01408978151839506]","[0.06037072608091419, 0.007942993425826224]","[0.016665508568916108, 0.0018766328174294195]","[0.0, 0.0]","[0.04543663457369237, 0.001903052672206216]"
20,"[0.33199083617847724, 0.030147672051433105]","[0.33199083617847724, 0.030147672051433105]","[0.3772689460779272, 0.05877604823486017]","[0.36365864911854595, 0.06071772392669558]","[0.1100842066675341, 0.02019322405086484]","[0.2505036693015101, 0.05957351685133082]","[0.33199083617847724, 0.030147672051433105]","[0.15011833696740257, 0.031062219307840363]","[0.05384547060904814, 0.005039311236846595]","[0.13002934487579793, 0.015904091741324435]","[0.17049032765175856, 0.013140484692607942]","[0.2883756263254547, 0.02160721556759303]","[0.2630331047545791, 0.012950129237535296]","[0.23916467569551042, 0.01111800523845276]","[0.2596109540408647, 0.008612937463520666]","[0.1083346420321699, 0.008656053043536713]","[0.11913587960732727, 0.004210915639877334]","[0.2630331047545791, 0.012950129237535296]","[0.08852787790948675, 0.032534076042762074]","[0.05454448731465761, 0.02337821401387395]","[0.06102164363253171, 0.0034295719801688373]","[0.13695835047827074, 0.03429882717398281]","[0.0, 0.0]","[0.1310729445784315, 0.032922554121798814]","[0.2630331047545791, 0.012950129237535296]","[0.13809079463428728, 0.07822334075836217]","[0.04357975853592403, 0.015765842487036656]","[0.09324084576743433, 0.008019787912913957]","[0.03340225396714328, 0.011764262260173986]","[0.0, 0.0]","[0.08094179820535578, 0.011879207321636488]"
21,"[0.36062678411391497, 0.021257208224958586]","[0.36062678411391497, 0.021257208224958586]","[0.4329412370778315, 0.05489635972366514]","[0.3820265914351298, 0.050422909485212775]","[0.14046365592705945, 0.03582546821416939]","[0.3254532939960333, 0.11939833100436302]","[0.36062678411391497, 0.021257208224958586]","[0.19085167438089432, 0.020372969243812475]","[0.055031843451049174, 0.0036399415742018036]","[0.15707288972665367, 0.011752286957635274]","[0.1761116232726362, 0.0263164827227133]","[0.2946383180814377, 0.011206610702070515]","[0.317112804168148, 0.010985620520453166]","[0.3119146869749395, 0.011309956802828923]","[0.29175362360438617, 0.022711969644199092]","[0.12808804201639812, 0.013241992812662914]","[0.14740849871456768, 0.008049188734908494]","[0.317112804168148, 0.010985620520453166]","[0.16316100493424013, 0.03297101364970381]","[0.11151024011106991, 0.02058769928067437]","[0.08288163355500007, 0.005572836301617868]","[0.18684031446720445, 0.021806445770420596]","[0.0, 0.0]","[0.18117400872836198, 0.02080981239298082]","[0.317112804168148, 0.010985620520453166]","[0.22252674422113944, 0.07685055367665604]","[0.11782007488780716, 0.01270922980922177]","[0.1839166935611574, 0.014786429422895927]","[0.0872808805709004, 0.007521599277748227]","[0.0, 0.0]","[0.13001387763494465, 0.007550065694961538]"
22,"[0.3783205633813573, 0.01836632906742411]","[0.3783205633813573, 0.01836632906742411]","[0.47981383149778356, 0.05298054949309558]","[0.38806233644344446, 0.040735237669403214]","[0.15403066400241167, 0.02352638851498053]","[0.32615517906468017, 0.03968108517668228]","[0.3783205633813573, 0.01836632906742411]","[0.22016175256676845, 0.017671122396517767]","[0.053063491381965686, 0.0008518593496284467]","[0.21576127276644783, 0.021676153468161957]","[0.18426821481994593, 0.029823020683930723]","[0.29160009676690757, 0.007391478159870743]","[0.349009575796047, 0.008672377941912232]","[0.3579901744725245, 0.009025149420555382]","[0.29901362133113574, 0.014037916786044023]","[0.13342646887449022, 0.007719441444052876]","[0.15783806131249203, 0.004937578693926444]","[0.349009575796047, 0.008672377941912232]","[0.2468449044408161, 0.04090788080308803]","[0.15383074962218893, 0.01763167658309258]","[0.14253419445208704, 0.013398892667560437]","[0.19812555008410326, 0.010247153990165642]","[0.0, 0.0]","[0.19455050077472974, 0.010355912724439241]","[0.349009575796047, 0.008672377941912232]","[0.28065592762589564, 0.0628222090059865]","[0.1763593577611196, 0.011363502863669021]","[0.26552502420504165, 0.023041836784829163]","[0.17855279251381034, 0.014119942105028547]","[0.0, 0.0]","[0.21701248987145016, 0.013943188461303123]"
