Frame index,Hips,LHipJoint,LeftUpLeg,LeftLeg,LeftFoot,LeftToeBase,RHipJoint,RightUpLeg,RightLeg,RightFoot,RightToeBase,LowerBack,Spine,Spine1,Neck,Neck1,Head,LeftShoulder,LeftArm,LeftForeArm,LeftHand,LeftFingerBase,LeftHandIndex1,LThumb,RightShoulder,RightArm,RightForeArm,RightHand,RightFingerBase,RightHandIndex1,RThumb
11,"[0.016317023794433116, 0.004242256231908042]","[0.016317023794433116, 0.004242256231908042]","[0.02330146745180374, 0.006809822885316513]","[0.005377925267569734, 0.005101854894549076]","[0.004663305364869542, 0.00228978484711618]","[0.03605058490704977, 0.0008224815892343933]","[0.016317023794433116, 0.004242256231908042]","[0.03464414365137428, 0.004723658546236206]","[0.0026713781063012042, 0.0030312577555416673]","[0.005865609059758279, 0.0036474200056582262]","[0.030635823172801377, 0.0009449452745429487]","[0.040773272245662906, 0.0034663422686151673]","[0.019452422419667045, 0.0008749467170801525]","[0.021309381183904987, 0.0012730830190603197]","[0.008830751909240524, 0.005455434523171992]","[0.02200441627665165, 0.008729673490251933]","[0.02825744880179719, 0.004010648942222258]","[0.019452422419667045, 0.0008749467170801525]","[0.002111502444511976, 0.0028677324673660105]","[0.0004787731184851834, 0.001291134037578552]","[0.0204454568187861, 0.008386307055832749]","[0.014568201192012827, 0.020231990330551168]","[0.0, 0.0]","[0.035778856052394954, 0.02022383998121066]","[0.019452422419667045, 0.0008749467170801525]","[0.002535060761723474, 0.0011867566311279313]","[0.004633276562840557, 0.0015219725643448674]","[0.04570073190064716, 0.002122320370425125]","[0.017779633395560556, 0.00542806864886245]","[0.0, 0.0]","[0.009442305991870056, 0.005287209456350721]"
12,"[0.017567827939898095, 0.003016782952937973]","[0.017567827939898095, 0.003016782952937973]","[0.02506707186554356, 0.004245931094488334]","[0.006449118394775287, 0.004312294763962485]","[0.005253739882688301, 0.0022954994402648457]","[0.03831692337840892, 0.0035304917116748802]","[0.017567827939898095, 0.003016782952937973]","[0.036824116565169235, 0.00362914332274506]","[0.0029854543279332355, 0.00187772520931846]","[0.006157578024540622, 0.0017040101746973756]","[0.03367455333897041, 0.0032796256609309606]","[0.04426615085500523, 0.002819890894661674]","[0.021574731521813755, 0.0014520823998571387]","[0.02317690175688626, 0.0012428876558775853]","[0.012920340438391898, 0.007515600533526229]","[0.026436180837720563, 0.007542439527026539]","[0.035849751163970746, 0.0041075945968760815]","[0.021574731521813755, 0.0014520823998571387]","[0.002129998126250455, 0.0012481933041787012]","[0.0005011804221758516, 0.0009940851112954267]","[0.021956182103749812, 0.004392993727269755]","[0.019412019893128, 0.038550840391688886]","[0.0, 0.0]","[0.04680010464389897, 0.0380660065363057]","[0.021574731521813755, 0.0014520823998571387]","[0.003328517150581508, 0.011785346520426569]","[0.00568607502205845, 0.004395555194101499]","[0.05542900058156603, 0.017748253163530334]","[0.018011861978719797, 0.00519440399834746]","[0.0, 0.0]","[0.009586046903333995, 0.005199403529796792]"
13,"[0.018220336363187876, 0.0020226126786573075]","[0.018220336363187876, 0.0020226126786573075]","[0.02643503819429959, 0.003456575894931634]","[0.006964034670917647, 0.0024057658484845403]","[0.0059081980239090595, 0.002280340744247967]","[0.040851330458565795, 0.003560307635524813]","[0.018220336363187876, 0.0020226126786573075]","[0.037315068972939056, 0.001993719855898138]","[0.0029613619115809106, 0.00033273083671624576]","[0.00612422602348697, 0.0005835951441339361]","[0.03366549303655216, 0.0010928026033184893]","[0.04678474060356708, 0.002238560647316093]","[0.023846063274929653, 0.001423051355215295]","[0.024315432734416713, 0.0008803660556555456]","[0.01330233216844755, 0.0015328292733229412]","[0.028122197638920446, 0.0037036304169564935]","[0.03742503664877529, 0.0013962222517197075]","[0.023846063274929653, 0.001423051355215295]","[0.0025249609053609157, 0.0044936550640142505]","[0.0004948049722863526, 0.00017398163956435856]","[0.024950467390159603, 0.0064280476350950825]","[0.023000608207858788, 0.028428126228293656]","[0.0, 0.0]","[0.05481715706489992, 0.028232932735773184]","[0.023846063274929653, 0.001423051355215295]","[0.0043776817184403285, 0.013881070061681922]","[0.007142575289456802, 0.0053285909057292045]","[0.0713993734782346, 0.02571044521112847]","[0.019371828075327654, 0.009467120332230329]","[0.0, 0.0]","[0.01034860736801401, 0.009406508201501943]"
14,"[0.01857325919196568, 0.0014947886404972634]","[0.01857325919196568, 0.0014947886404972634]","[0.028888060075306886, 0.004486284031577506]","[0.007475469413982651, 0.0021732242540959696]","[0.00681399240547877, 0.0026252791887936377]","[0.040286639004557735, 0.0004620024113300058]","[0.01857325919196568, 0.0014947886404972634]","[0.039542369913983307, 0.0032012244006279487]","[0.002912599702518121, 8.578509365718191e-05]","[0.006269425459509156, 0.0010325997355520244]","[0.0456046082104698, 0.008149125060739648]","[0.05067674785542252, 0.002719152364486187]","[0.026114859551537563, 0.0013165488870860022]","[0.026249306475010677, 0.0010792218919332337]","[0.01517679764485373, 0.003361066024739517]","[0.03214057433619443, 0.005962808216252121]","[0.04260928824168034, 0.0026319098172035696]","[0.026114859551537563, 0.0013165488870860022]","[0.002914186621611775, 0.004052582862501629]","[0.0004936774475454153, 0.0003661533391759836]","[0.027774265362986137, 0.005729915934297418]","[0.022660469814453476, 0.001663939500445546]","[0.0, 0.0]","[0.05399130412694944, 0.0016772967031853203]","[0.026114859551537563, 0.0013165488870860022]","[0.004607043120179912, 0.004496420390598339]","[0.0070205077009838695, 0.00014028576673377006]","[0.0751593793603573, 0.009281660962105785]","[0.021299025244651604, 0.01083909763641829]","[0.0, 0.0]","[0.011424928715883876, 0.010688446018085726]"
15,"[0.020290460867060926, 0.002762528167142525]","[0.020290460867060926, 0.002762528167142525]","[0.031418308321504065, 0.004206541126832399]","[0.008144751841277645, 0.002277150063466793]","[0.006786264027159679, 0.0005114760652609196]","[0.06319187835105788, 0.01850752190778142]","[0.020290460867060926, 0.002762528167142525]","[0.04265325322249195, 0.0036091275519289125]","[0.0028872726750079616, 0.00023220740057716913]","[0.007557028881648729, 0.0031628334095996297]","[0.04651712005559308, 0.00171942907228417]","[0.05379914495824971, 0.0022606211516878055]","[0.028671429103909185, 0.0012976844528416747]","[0.032123072398093824, 0.002170905645570499]","[0.01878329014522255, 0.005045790907044998]","[0.0348384629287899, 0.004163487732333798]","[0.04795735635243379, 0.002478949942287027]","[0.028671429103909185, 0.0012976844528416747]","[0.0030873393908011307, 0.0021563450101074817]","[0.0004906379559724939, 0.000244827657510733]","[0.029656139011951573, 0.004068362486398776]","[0.022539329076485606, 0.0040423251677860535]","[0.0, 0.0]","[0.05362979092907658, 0.004013215256636352]","[0.028671429103909185, 0.0012976844528416747]","[0.005297120023372329, 0.007955371448432736]","[0.008302578855384504, 0.003819465629875826]","[0.08011978635161313, 0.010119419003063087]","[0.025344032797727196, 0.016853442022672173]","[0.0, 0.0]","[0.013753882777796253, 0.01693259626645471]"
16,"[0.02510786691506945, 0.005281063415148181]","[0.02510786691506945, 0.005281063415148181]","[0.038605384075676395, 0.00812911100586373]","[0.008324969418400292, 0.0010798785258368637]","[0.009895561012752355, 0.005542416951378468]","[0.07194410420351474, 0.008107187993846581]","[0.02510786691506945, 0.005281063415148181]","[0.05168755480892022, 0.007108558169501479]","[0.0031234445175957097, 0.0008992718419226057]","[0.011247804497739801, 0.0068724213854213685]","[0.0461123831746502, 0.0006292424803584104]","[0.058170864034359275, 0.0025631339157716772]","[0.034480179278459616, 0.0021117754979940615]","[0.039696461331927405, 0.0024007812575723144]","[0.02345350726460134, 0.0055436596283707125]","[0.03733069530552299, 0.0035357516962025762]","[0.052809749948034376, 0.0021020070847254]","[0.034480179278459616, 0.0021117754979940615]","[0.003741788310282081, 0.004580640333183536]","[0.0005419587951589202, 0.0009069508889473048]","[0.03383352550203762, 0.006115633698988125]","[0.02423173883784616, 0.011802537824604777]","[0.0, 0.0]","[0.05696118300310816, 0.011960947973184087]","[0.034480179278459616, 0.0021117754979940615]","[0.005908859808506348, 0.0063597620852446565]","[0.008300727582523313, 0.000811840805543496]","[0.08187510600732274, 0.006078981784696269]","[0.02633836195503572, 0.00645272783597303]","[0.0, 0.0]","[0.014344055280278245, 0.006351478430447222]"
17,"[0.02903970455285782, 0.003978572496769388]","[0.02903970455285782, 0.003978572496769388]","[0.038902147660128894, 0.0017772722168301355]","[0.008248428420205773, 0.0003358394731722311]","[0.014087130143954355, 0.006176771773293074]","[0.09112837103937124, 0.014090576474161665]","[0.02903970455285782, 0.003978572496769388]","[0.0523381464482417, 0.0018238751351952287]","[0.003561675192956332, 0.001132515890576149]","[0.01406328505845779, 0.00465737466410172]","[0.06397448702616482, 0.008454269713486963]","[0.06758257242607116, 0.004019592618315468]","[0.03549160030894654, 0.0006761709388581508]","[0.048943323595503116, 0.002481974660788406]","[0.030483904613587673, 0.006732173903554511]","[0.045549304727432086, 0.007089478540507763]","[0.06532432211036594, 0.003764026777230543]","[0.03549160030894654, 0.0006761709388581508]","[0.004401797208816002, 0.0038662885558855445]","[0.000633382335177017, 0.0011358634463082703]","[0.042745116017738914, 0.009723229262860417]","[0.025461172552345403, 0.008551339325616598]","[0.0, 0.0]","[0.05908967245320018, 0.008677311911542071]","[0.03549160030894654, 0.0006761709388581508]","[0.006930040503513457, 0.007724662900470911]","[0.009300182545057203, 0.002286639377005752]","[0.08476944631122528, 0.006635741816082455]","[0.02954753634678558, 0.01090044746982602]","[0.0, 0.0]","[0.016191682605741452, 0.010521780752188195]"
18,"[0.03717589056762095, 0.006025627473445276]","[0.03717589056762095, 0.006025627473445276]","[0.04835765616555633, 0.007614429075820885]","[0.008246998745942856, 0.00046951574579932637]","[0.013823773777399778, 4.685780616121801e-05]","[0.09978905294807343, 0.007354264714558533]","[0.03717589056762095, 0.006025627473445276]","[0.0656291672413626, 0.007811258704990402]","[0.0039946386832072425, 0.0008844452860402501]","[0.015290780887211837, 0.0020628228424958562]","[0.0678338628965279, 0.0025375672187191276]","[0.09075178627956018, 0.007687178653607356]","[0.04494852679031854, 0.0022776574534955608]","[0.06686345115018108, 0.004065081713081537]","[0.04221976878736791, 0.008993149273291562]","[0.050269992139805895, 0.003995037641675216]","[0.07576094317625962, 0.0028339354365807938]","[0.04494852679031854, 0.0022776574534955608]","[0.006934814726659107, 0.009597165196385355]","[0.0006216302169867887, 1.650350971505072e-05]","[0.05490091626375078, 0.010770426814057007]","[0.026168547265845474, 0.005585100589591557]","[0.0, 0.0]","[0.059914752120286734, 0.005662014438088036]","[0.04494852679031854, 0.0022776574534955608]","[0.008409831837048095, 0.008179931715467017]","[0.009755009428464382, 0.001154833245750703]","[0.08350335010812897, 0.0009058258817850298]","[0.03120289988766106, 0.006151003314501844]","[0.0, 0.0]","[0.017211861412096206, 0.005917973822459706]"
19,"[0.04026031336023314, 0.002421653678181513]","[0.04026031336023314, 0.002421653678181513]","[0.052752169441304356, 0.0036633500360335356]","[0.008712215505761954, 0.0007050968438990793]","[0.017744878407898054, 0.003324474371307344]","[0.10731535273808923, 0.006186918148075729]","[0.04026031336023314, 0.002421653678181513]","[0.0732006497641592, 0.004539337737848344]","[0.005403529190462612, 0.001591813381159603]","[0.016230715114583294, 0.0012921941586209963]","[0.06993571412457295, 0.0016472559304363667]","[0.1053342973883501, 0.0048344986603872375]","[0.057993971622763686, 0.002422293020815087]","[0.09201345141096638, 0.005088186181191279]","[0.04841273906757387, 0.004252429248119871]","[0.05787859344278813, 0.0044413562380571266]","[0.08477039952054331, 0.0021149138721926444]","[0.057993971622763686, 0.002422293020815087]","[0.0094777839013939, 0.006900455904131888]","[0.0010705537365707776, 0.00232195715200687]","[0.06750375872139372, 0.009056513488598572]","[0.02918941658782492, 0.009252137532828044]","[0.0, 0.0]","[0.0644077780541575, 0.009379529835974012]","[0.057993971622763686, 0.002422293020815087]","[0.009970608716347027, 0.006123974458035663]","[0.013768799336924625, 0.004026060452403698]","[0.09382343279881313, 0.010704104302481199]","[0.04304585516144695, 0.02035338887866705]","[0.0, 0.0]","[0.02465619155463137, 0.019651428142296687]"
20,"[0.04730102269084531, 0.0031809773959079945]","[0.04730102269084531, 0.0031809773959079945]","[0.05909510024051801, 0.0036604590347197926]","[0.01304642431821856, 0.002187186474968464]","[0.02227018649118316, 0.00228496615875343]","[0.12302708099724348, 0.009110548810583253]","[0.04730102269084531, 0.0031809773959079945]","[0.08405202983741156, 0.005013522565655852]","[0.009881751683534742, 0.002524609465716682]","[0.022826103183473574, 0.003316701873084902]","[0.07204910983351324, 0.001347456358872075]","[0.12507315394890559, 0.00540480534490411]","[0.08752901953540483, 0.004046801348523108]","[0.12684891245256605, 0.0068414537964001315]","[0.07566851089500776, 0.011914843669615819]","[0.07445973734111805, 0.005972730203027197]","[0.11421165635951042, 0.004270876870700257]","[0.08752901953540483, 0.004046801348523108]","[0.018827610974153634, 0.013377656143210832]","[0.002546473441004932, 0.0037689191201622212]","[0.07001149852864388, 0.002509783464367846]","[0.0324339900086931, 0.006839954233810923]","[0.0, 0.0]","[0.06806833229714214, 0.006928424297011418]","[0.08752901953540483, 0.004046801348523108]","[0.019093718778858716, 0.016528284592400622]","[0.031324018972513176, 0.010323237260426695]","[0.11045749116783127, 0.013496631105672174]","[0.06761822811274767, 0.02869317291388715]","[0.0, 0.0]","[0.04260401641734692, 0.02873627934904879]"
21,"[0.07898683449335114, 0.007245852174475889]","[0.07898683449335114, 0.007245852174475889]","[0.07788840806895161, 0.006034008492965603]","[0.024184453208392954, 0.001339689242125298]","[0.04361005355954287, 0.0027737921210534027]","[0.13579440009549265, 0.007002758938831167]","[0.07898683449335114, 0.007245852174475889]","[0.10916866235975714, 0.007995874998495257]","[0.03656211805689362, 0.002005508024662197]","[0.02600953196335634, 0.0005944287451273699]","[0.08219593651885987, 0.002481855892301918]","[0.1578849897772166, 0.007009875778754798]","[0.10861137533244779, 0.0020605397634424834]","[0.1512346828998554, 0.004204519555406043]","[0.1032279345321036, 0.007468909231810708]","[0.10728953285183881, 0.00638188441692097]","[0.14922775479005967, 0.0034787809646303737]","[0.10861137533244779, 0.0020605397634424834]","[0.050136860219985584, 0.00862876316599278]","[0.03918933754039951, 0.003350194281730281]","[0.06967506931478551, 0.0006998770300497207]","[0.036107400672854506, 0.004082619995257076]","[0.0, 0.0]","[0.07009416057827372, 0.004133394519807182]","[0.10861137533244779, 0.0020605397634424834]","[0.06610118235153209, 0.01585465072825515]","[0.05728354784109872, 0.005683098298535414]","[0.1455085073573533, 0.021395991300198446]","[0.09372702203909569, 0.018541927974519614]","[0.0, 0.0]","[0.06861472369240659, 0.017732888080403693]"
