Frame index,Hips,LHipJoint,LeftUpLeg,LeftLeg,LeftFoot,LeftToeBase,RHipJoint,RightUpLeg,RightLeg,RightFoot,RightToeBase,LowerBack,Spine,Spine1,Neck,Neck1,Head,LeftShoulder,LeftArm,LeftForeArm,LeftHand,LeftFingerBase,LeftHandIndex1,LThumb,RightShoulder,RightArm,RightForeArm,RightHand,RightFingerBase,RightHandIndex1,RThumb
11,"[0.003275829469172096, 0.004679676657874862]","[0.003275829469172096, 0.004679676657874862]","[0.00713797290603365, 0.0029738983284954067]","[0.005511177211850737, 0.008441545136042668]","[0.046144854907411395, 0.01752023743472891]","[0.07990508644110252, 0.06704516461616566]","[0.003275829469172096, 0.004679676657874862]","[0.015669420769202868, 0.00429775924871361]","[0.0116310341778653, 0.012862921551694011]","[0.010436315117019838, 0.008175051029592735]","[0.021601347060187903, 0.0018771738830559211]","[0.038183978275647734, 0.006233185197125588]","[0.014448922658514503, 0.002635311010039802]","[0.04060265843117673, 0.0035723871234898375]","[0.007467104479872854, 0.0038204867463211595]","[0.01345923353765658, 0.005410072915360522]","[0.0067078407302128855, 0.0011190528193184652]","[0.014448922658514503, 0.002635311010039802]","[0.00804742786216572, 0.021463866628009597]","[0.0012817333799012794, 0.007557160529455618]","[0.02287278267514143, 2.617993877992821e-05]","[0.008854933926815734, 0.008151690157955686]","[0.0, 0.0]","[0.005731151627796491, 0.008146712523881557]","[0.014448922658514503, 0.002635311010039802]","[0.0031141915721315545, 0.005387575268013629]","[0.0038381963021762115, 0.014783076956009219]","[0.008206707768975152, 0.008215264789137365]","[0.00797404488284265, 0.003074477275844752]","[0.0, 0.0]","[0.010657097135630894, 0.002980158557259194]"
12,"[0.0035376992684236497, 0.004549942180042937]","[0.0035376992684236497, 0.004549942180042937]","[0.0075639209571393825, 0.0024381439379813795]","[0.006514129708927131, 0.0088774239951327]","[0.05373543430520253, 0.0209768239036082]","[0.1042662490883916, 0.06582601090952059]","[0.0035376992684236497, 0.004549942180042937]","[0.016885009648204607, 0.0051145041278177076]","[0.012722904070410525, 0.011767946334058811]","[0.011692166391444386, 0.007687798169439708]","[0.022230218918782064, 0.0028270528379512067]","[0.04291405714760724, 0.005548924120468877]","[0.017277094287634565, 0.002423074516007755]","[0.045013857528941235, 0.002536025842011247]","[0.007961801460126492, 0.0020570380592961814]","[0.01621163837552764, 0.007974734538764376]","[0.008171850091762342, 0.002353422928175054]","[0.017277094287634565, 0.002423074516007755]","[0.010213324036101505, 0.023762783807346293]","[0.0014414101845102755, 0.004870412506544117]","[0.02397023806954844, 0.007801621756414637]","[0.012366651681730071, 0.02003088251345303]","[0.0, 0.0]","[0.008034224097179427, 0.01971793816254783]","[0.017277094287634565, 0.002423074516007755]","[0.0033200648546072146, 0.00438831011049245]","[0.004412924683623457, 0.01466098500551007]","[0.010817861358030614, 0.007424630637983837]","[0.008004751566788053, 0.0019261589812021767]","[0.0, 0.0]","[0.010689348851994596, 0.0018651370482138327]"
13,"[0.0039068879865088064, 0.005199007758376239]","[0.0039068879865088064, 0.005199007758376239]","[0.0075843059938953935, 0.0011093054542550289]","[0.007540435744760041, 0.00837136884502746]","[0.0583237582111231, 0.014044358109922567]","[0.10875794665702748, 0.021471732045065986]","[0.0039068879865088064, 0.005199007758376239]","[0.018177582854165753, 0.004917441013882736]","[0.01367637651891581, 0.010000995428119946]","[0.013007333660588247, 0.007349476870009732]","[0.021861257438487967, 0.0002850077151201001]","[0.04863699157952428, 0.005975552513303535]","[0.020603289344662244, 0.0025662686032298307]","[0.04544366112326718, 0.0009593613428899602]","[0.009199013182647878, 0.0034645579187140003]","[0.018727896352433736, 0.006963093444238862]","[0.00944375869161551, 0.0019673372463865266]","[0.020603289344662244, 0.0025662686032298307]","[0.012794753856623623, 0.025664497487569934]","[0.001522562053286894, 0.0029671383533926344]","[0.02881716041074915, 0.019165460516149726]","[0.014427874206794812, 0.01218414340498163]","[0.0, 0.0]","[0.009395555854202585, 0.012009826716871008]","[0.020603289344662244, 0.0025662686032298307]","[0.003815746868553421, 0.007157134623203756]","[0.00499670712077353, 0.013700840115648998]","[0.012954591388823943, 0.005897467542488812]","[0.007939031254066233, 0.0009484491225909719]","[0.0, 0.0]","[0.010599973024199452, 0.0009223766459383674]"
14,"[0.00418478365655534, 0.003952643095673034]","[0.00418478365655534, 0.003952643095673034]","[0.008115587717569995, 0.002232368845299106]","[0.008602155090593719, 0.007826757753397078]","[0.06281425665357934, 0.01289951345227867]","[0.10917588996880423, 0.012317737979069697]","[0.00418478365655534, 0.003952643095673034]","[0.018202812268943526, 0.0019094262699620728]","[0.014494023409019587, 0.008334077609448008]","[0.013772889060464925, 0.004831904077056074]","[0.02583210648558229, 0.006886772229160466]","[0.05558287987921566, 0.006405515879190155]","[0.024186473597914673, 0.002502728845474949]","[0.04737672090009069, 0.0013544973526814909]","[0.012434951189699863, 0.006973550257993253]","[0.021957903146420692, 0.0077406327196155025]","[0.011942148018698024, 0.0030700251910852983]","[0.024186473597914673, 0.002502728845474949]","[0.016179083771816094, 0.029693883514523255]","[0.001696444799429144, 0.00424116761464927]","[0.03639744183256837, 0.025794221015224172]","[0.015288970709876455, 0.006375488473002414]","[0.0, 0.0]","[0.009950812847550193, 0.006160237638063473]","[0.024186473597914673, 0.002502728845474949]","[0.004753992512651524, 0.010722042301709611]","[0.005569306164222757, 0.012287002140730618]","[0.016856070416405862, 0.008901179185171061]","[0.009425911310721532, 0.006695612776678114]","[0.0, 0.0]","[0.01254670508070963, 0.006515401915211797]"
15,"[0.004397663858193815, 0.0030324604231686783]","[0.004397663858193815, 0.0030324604231686783]","[0.010018936307623592, 0.004896484331624634]","[0.009567962084398772, 0.0065443621533818955]","[0.06605720894922446, 0.009912153738198978]","[0.10768632833350653, 0.003460333131083071]","[0.004397663858193815, 0.0030324604231686783]","[0.01984395751710341, 0.004559011885668135]","[0.014969219476209853, 0.005771276310421301]","[0.014939522649981196, 0.005485122455882845]","[0.03208570300945115, 0.009150967328266448]","[0.06331970783687084, 0.006380010706015798]","[0.029695529664985443, 0.0032306086199690156]","[0.05828318802772818, 0.003852684230765491]","[0.016156795911296436, 0.007120323282085558]","[0.024806701666223292, 0.00640443718482939]","[0.014307748544599598, 0.0026553874229235503]","[0.029695529664985443, 0.0032306086199690156]","[0.020705530229989545, 0.03456227624076211]","[0.0019578961502639794, 0.005042766177501725]","[0.042143416745364155, 0.019280652246781372]","[0.01655947179871871, 0.007143613759529306]","[0.0, 0.0]","[0.010782883472112325, 0.00692405758362951]","[0.029695529664985443, 0.0032306086199690156]","[0.0057940979339895955, 0.01044835063220652]","[0.006156182729934603, 0.011117762640605565]","[0.021334375453425643, 0.009072221451866506]","[0.009268113134543208, 0.00023720300076813665]","[0.0, 0.0]","[0.012336192796774269, 0.0002319925978546533]"
16,"[0.004469748666169039, 0.0017563292879731614]","[0.004469748666169039, 0.0017563292879731614]","[0.012611407523595974, 0.005534644229067749]","[0.010561179676850455, 0.005792934918532135]","[0.06864501011002926, 0.008034098831780818]","[0.10610665545620289, 0.0027061070313576566]","[0.004469748666169039, 0.0017563292879731614]","[0.021625418068579604, 0.004243079987560303]","[0.01526787245386898, 0.004260695833946354]","[0.01673433820663306, 0.006355605122534231]","[0.03157513348520131, 0.0003493913587535193]","[0.07033360257448315, 0.0053987858858836136]","[0.03645318879892483, 0.003414370256691748]","[0.07109444569191065, 0.004052110474922175]","[0.01981033892665698, 0.006200399974111874]","[0.02707612405661921, 0.004870137951795646]","[0.01622864147710743, 0.0020011032963090938]","[0.03645318879892483, 0.003414370256691748]","[0.025526669015076654, 0.0322891747409498]","[0.0020983096374724117, 0.0028982989408325704]","[0.04701771513696146, 0.015620696805349277]","[0.019651081855501993, 0.011728001094525384]","[0.0, 0.0]","[0.012905511366702652, 0.011726109005716816]","[0.03645318879892483, 0.003414370256691748]","[0.007030301216292402, 0.010463047421246388]","[0.006770092105886859, 0.009913873338677335]","[0.026213192198437988, 0.00862716249260796]","[0.011448973000170207, 0.006935641829274282]","[0.0, 0.0]","[0.01523897228485769, 0.006901165272564762]"
17,"[0.004488243266637124, 0.0011729058515301451]","[0.004488243266637124, 0.0011729058515301451]","[0.014501091765710392, 0.003674140895889912]","[0.011248245714228495, 0.0038697674609072565]","[0.0709822167069417, 0.006779133051360971]","[0.10517097105950438, 0.005269821657330913]","[0.004488243266637124, 0.0011729058515301451]","[0.022345765513567543, 0.002292754092065264]","[0.015211927582922688, 0.002075218956581913]","[0.017759909194965166, 0.003807242244483551]","[0.031713052819937526, 0.0015767955910273397]","[0.07535906510399155, 0.0038779661623769123]","[0.04182420526573759, 0.0024821909921880865]","[0.07407488989738403, 0.001453105503553659]","[0.02308430686931503, 0.004862860262655846]","[0.030295060935550143, 0.005269923301283243]","[0.018094540524597927, 0.00166491419523469]","[0.04182420526573759, 0.0024821909921880865]","[0.029948982818431433, 0.02592329330655862]","[0.0020748945036543134, 0.0004526918299475514]","[0.05139258732281845, 0.012957324366805897]","[0.02404675435802566, 0.013304912012490023]","[0.0, 0.0]","[0.0159158133496657, 0.013171679281155342]","[0.04182420526573759, 0.0024821909921880865]","[0.00896907590221301, 0.012681487475926012]","[0.007450889291280949, 0.008831117417615008]","[0.031434133955973574, 0.00781907504893457]","[0.012068280143892707, 0.002570882556255267]","[0.0, 0.0]","[0.01605827219332362, 0.0025708851589543854]"
18,"[0.00492400761046351, 0.0024285721372322294]","[0.00492400761046351, 0.0024285721372322294]","[0.018082086618177458, 0.004850860909644961]","[0.0113863550927214, 0.0017042898707902597]","[0.07194957273997622, 0.00445385460805937]","[0.10501419834137642, 0.008116197398052197]","[0.00492400761046351, 0.0024285721372322294]","[0.022824993489081853, 0.0016211645205541775]","[0.014925405554601222, 0.00011459717551156267]","[0.018487982029160945, 0.0025668602485496073]","[0.03260818814162761, 0.0019135938684054637]","[0.08526239627829062, 0.005162579762078528]","[0.04926761501357733, 0.0026302276103950537]","[0.08034092831556258, 0.0018645925845550506]","[0.025291634777358622, 0.002994592655219012]","[0.03664127147344694, 0.007211090624954625]","[0.02206874705082119, 0.0023645686686756357]","[0.04926761501357733, 0.0026302276103950537]","[0.036542841874130344, 0.029003947773893538]","[0.002087411941903054, 0.0008556907798680629]","[0.05987768793324719, 0.017859954235657952]","[0.029598575538149364, 0.013208028101687995]","[0.0, 0.0]","[0.019785399785004966, 0.013067579836418099]","[0.04926761501357733, 0.0026302276103950537]","[0.01206772056163239, 0.015092201806072722]","[0.008281397040843401, 0.007906362669430917]","[0.03508066704935981, 0.004921828490624066]","[0.013665913777876107, 0.003723173501300497]","[0.0, 0.0]","[0.018099325658361684, 0.0036713575893888508]"
19,"[0.005306868779042659, 0.001579110340745908]","[0.005306868779042659, 0.001579110340745908]","[0.02218898825771491, 0.003984749784658317]","[0.011646475293204247, 0.0013943742753665226]","[0.07343252566708867, 0.004050476461366375]","[0.10524741629113611, 0.008548275991657438]","[0.005306868779042659, 0.001579110340745908]","[0.025271227802285842, 0.0027202795962910963]","[0.015785877961957715, 0.0029669020526417733]","[0.01983521607654759, 0.0025721321961222165]","[0.04233078233201754, 0.007086703671467261]","[0.08996587003536902, 0.0027013100111956327]","[0.057181191266332615, 0.002144602741465149]","[0.08615058804511296, 0.0014906824738888168]","[0.026926507880842526, 0.0018595981922223492]","[0.04190242743104323, 0.004838950822700588]","[0.02521714183845528, 0.001477262636011321]","[0.057181191266332615, 0.002144602741465149]","[0.04717913850891662, 0.032655901450371276]","[0.0021484412747966235, 0.0008202232046635111]","[0.07753480810579837, 0.026942647663036477]","[0.03055871722420147, 0.0035069489071857703]","[0.0, 0.0]","[0.02049399094636267, 0.003393627329723271]","[0.057181191266332615, 0.002144602741465149]","[0.01729566582258071, 0.017366176936346504]","[0.009406238467147372, 0.006894246745520013]","[0.03941888165570931, 0.0041992621802984026]","[0.016461672734862622, 0.004264867091535758]","[0.0, 0.0]","[0.021649960728891735, 0.004259549814170949]"
20,"[0.007120413318552328, 0.0027895690424214457]","[0.007120413318552328, 0.0027895690424214457]","[0.029147947032993782, 0.0037427473118889576]","[0.01629227428901313, 0.00485864104979965]","[0.07936534786365426, 0.005843379269865934]","[0.1042458823336096, 0.003999450322820267]","[0.007120413318552328, 0.0027895690424214457]","[0.030485902300500696, 0.0032462450668064354]","[0.020068074220633454, 0.005607612623490555]","[0.02290949645416781, 0.002749579164224378]","[0.048882272816047685, 0.004135193017672314]","[0.09773794106074582, 0.002759671794835048]","[0.06631471182537728, 0.0016487238430771124]","[0.09234424520733842, 0.0012220203175868736]","[0.028035901811237152, 0.0009623570971783586]","[0.04838684054000308, 0.0038355548989367225]","[0.030135640814997457, 0.0012991118948563049]","[0.06631471182537728, 0.0016487238430771124]","[0.05887470033072239, 0.023269936547965622]","[0.002334516726528085, 0.0007507810451503551]","[0.08623690244313001, 0.012500048102783396]","[0.0338650292809703, 0.004442312447047475]","[0.0, 0.0]","[0.023168495834595005, 0.004426329445515809]","[0.06631471182537728, 0.0016487238430771124]","[0.02725269858139101, 0.018155821602527242]","[0.01166187250637573, 0.006509509102200946]","[0.044511644018293786, 0.0030752701420140196]","[0.02012839596771378, 0.003413119700705673]","[0.0, 0.0]","[0.02603060784193396, 0.0033929923724270307]"
21,"[0.03329131647442868, 0.0046010699120725826]","[0.03329131647442868, 0.0046010699120725826]","[0.05503167639205975, 0.003624176172117073]","[0.061429342139188804, 0.008158660401106521]","[0.08612909387870032, 0.004502473254314222]","[0.10664273070217552, 0.010203125732052601]","[0.03329131647442868, 0.0046010699120725826]","[0.039924406907686616, 0.0026741651009961846]","[0.040550600209558724, 0.007840083471931686]","[0.06616154454519158, 0.009775304658805183]","[0.0964381312216124, 0.017886752746258026]","[0.13715664734981137, 0.0065814686539723815]","[0.08734288549865594, 0.0016623872632713272]","[0.1312313189843841, 0.0035256921639814057]","[0.03340435684526317, 0.0009641287458029374]","[0.06794248556661932, 0.004657013774071028]","[0.05174954481767493, 0.001688433027872509]","[0.08734288549865594, 0.0016623872632713272]","[0.07658904921352051, 0.014279812178289374]","[0.019102598780638757, 0.0026520662504741646]","[0.08671519957108889, 0.003270747018237384]","[0.05029749726153396, 0.0072614867584806335]","[0.0, 0.0]","[0.04020300103668329, 0.007174545010859307]","[0.08734288549865594, 0.0016623872632713272]","[0.07428203402910262, 0.017571929301506497]","[0.032009120311464204, 0.006195646132902895]","[0.04848074525467778, 0.001123992038284351]","[0.038084003848690616, 0.005584628965928076]","[0.0, 0.0]","[0.043770982014218016, 0.005448650074572776]"
