Frame index,Hips,LHipJoint,LeftUpLeg,LeftLeg,LeftFoot,LeftToeBase,RHipJoint,RightUpLeg,RightLeg,RightFoot,RightToeBase,LowerBack,Spine,Spine1,Neck,Neck1,Head,LeftShoulder,LeftArm,LeftForeArm,LeftHand,LeftFingerBase,LeftHandIndex1,LThumb,RightShoulder,RightArm,RightForeArm,RightHand,RightFingerBase,RightHandIndex1,RThumb
11,"[0.0018405386870401852, 0.0068951810236465095]","[0.0018405386870401852, 0.0068951810236465095]","[0.009073260391584001, 0.003934000576836672]","[0.0003425874798459119, 0.0008285734779566107]","[0.009122895191689169, 0.003471731460316441]","[0.03699473163244604, 0.0063703250737969196]","[0.0018405386870401852, 0.0068951810236465095]","[0.007527548012291089, 0.004470280089427918]","[0.0003427873801103248, 0.0005550915961712939]","[0.008286899806687299, 0.007312301552823555]","[0.06544700931453974, 0.0014873490463457185]","[0.014671430584775536, 0.0039051674680125217]","[0.03266220224432302, 0.004809178320710879]","[0.11142667466081807, 0.005017296568567144]","[0.01599705576950087, 0.005529143914183638]","[0.005135883452131765, 0.0015970817953419344]","[0.008793074168677157, 0.0014400337087572223]","[0.03266220224432302, 0.004809178320710879]","[0.0019764651529763214, 0.0048715350426791594]","[0.0012584145939409947, 0.002668969546562247]","[0.004534852272582565, 0.0004991641660703757]","[0.006945391278544983, 0.015833077607127478]","[0.0, 0.0]","[0.058210905827585036, 0.015791897110457]","[0.03266220224432302, 0.004809178320710879]","[0.0018583111538218256, 0.005373242548165101]","[0.0035225818373957134, 0.001896322240696855]","[0.01720406543247549, 0.0013543754995475707]","[0.008145827164890304, 0.0022268061210656198]","[0.0, 0.0]","[0.005424841444985547, 0.0021908269580366746]"
12,"[0.0018605632321373976, 0.0030902687207425435]","[0.0018605632321373976, 0.0030902687207425435]","[0.009285881622060208, 0.003731208062301198]","[0.00039427044513643005, 0.0004703575089319689]","[0.009101470499799043, 0.002073683311023749]","[0.039700678533444, 0.004279318269244069]","[0.0018605632321373976, 0.0030902687207425435]","[0.007754195874961893, 0.003328487232402627]","[0.0003522759132180865, 0.00017427284818019047]","[0.00817257125886353, 0.0005484584392011122]","[0.0665577679071719, 0.0018141918348964256]","[0.019055360033121232, 0.01147788527464625]","[0.03649321287228236, 0.005984527309229615]","[0.12915310204093344, 0.011937409793042522]","[0.017023966178686768, 0.0025682024490153274]","[0.006710836040550377, 0.004875869125568409]","[0.010195298127181108, 0.0019173315572372296]","[0.03649321287228236, 0.005984527309229615]","[0.0025989616608102506, 0.010342552674139648]","[0.001609966904498562, 0.0021069575980786196]","[0.005424673678030611, 0.0012269664641519965]","[0.007513215525456078, 0.006310268968162034]","[0.0, 0.0]","[0.06217838764104274, 0.006157783745365555]","[0.03649321287228236, 0.005984527309229615]","[0.0025443273813158572, 0.011300375873955059]","[0.0038130816740990854, 0.0023005663362584074]","[0.016949214174243325, 0.0004921828490623986]","[0.008764386394861797, 0.008818791598783498]","[0.0, 0.0]","[0.005848249494423304, 0.008665675394969149]"
13,"[0.001904048048202458, 0.0033527695543006126]","[0.001904048048202458, 0.0033527695543006126]","[0.009642429325761056, 0.004121984583505857]","[0.0003892603914411192, 4.368902390999459e-05]","[0.009529278998362966, 0.00408368220238387]","[0.04751534646709227, 0.008452600797430791]","[0.001904048048202458, 0.0033527695543006126]","[0.008125594927902838, 0.0037488902152187286]","[0.0003612708170627492, 0.00015485529347682994]","[0.009438205352245405, 0.006408184509679618]","[0.0940080656267303, 0.013187704301387607]","[0.020561555344686306, 0.005008320956394463]","[0.03637350963490871, 0.0015461604448530912]","[0.1305103191957314, 0.003970774836637565]","[0.017360539944101028, 0.0015029526896622309]","[0.007457537544529861, 0.0025801862280217204]","[0.01112645556454808, 0.0013433275324038632]","[0.03637350963490871, 0.0015461604448530912]","[0.0028933256848609995, 0.005423446841170634]","[0.001755931266519478, 0.0010249477759847637]","[0.005425323934926608, 0.0002670353755551397]","[0.00959475485619709, 0.0151480260965893]","[0.0, 0.0]","[0.07701175146949482, 0.014908254357939195]","[0.03637350963490871, 0.0015461604448530912]","[0.0028502244639046536, 0.005601616647806757]","[0.004258118628219422, 0.0028015700195103115]","[0.016652422666079365, 0.0002129301687432896]","[0.009120077260890933, 0.006147600421690158]","[0.0, 0.0]","[0.006090076678738533, 0.00597765204023547]"
14,"[0.0018895505786935096, 0.0012700388121501315]","[0.0018895505786935096, 0.0012700388121501315]","[0.009574532294224355, 0.001387988861805256]","[0.0004440299842471073, 0.00039492330262988143]","[0.009385392618129396, 0.0004786497097711201]","[0.05018496211217792, 0.003964343486678377]","[0.0018895505786935096, 0.0012700388121501315]","[0.008084044073737895, 0.0013176994384747124]","[0.0003719030702403221, 0.00014619654120710162]","[0.010578341028090688, 0.005460900261630424]","[0.12295393818180778, 0.014140646923884177]","[0.020343781683240064, 0.0008853836894211522]","[0.03595827615038535, 0.0007274924877320399]","[0.12864206789088023, 0.0009345394771928208]","[0.01808149967700047, 0.001787344654675621]","[0.0076513789927716794, 0.0011937070560974015]","[0.011334062030897572, 0.0006291512488718885]","[0.03595827615038535, 0.0007274924877320399]","[0.0029418824647301015, 0.0021689491751780417]","[0.0017348821379503737, 0.00013958139147951607]","[0.0058135046182757905, 0.0005707226654021587]","[0.009491397521465968, 0.0012027278612592087]","[0.0, 0.0]","[0.07610099770296964, 0.001206271506810178]","[0.03595827615038535, 0.0007274924877320399]","[0.0030235301153321162, 0.0035874305325559576]","[0.004729216041967152, 0.0026567146763275267]","[0.016438339657836885, 0.0005445427266222435]","[0.009136334194854297, 0.00325403089112117]","[0.0, 0.0]","[0.0061145940690280395, 0.0032583921901246193]"
15,"[0.002197622633427581, 0.007456112168043784]","[0.002197622633427581, 0.007456112168043784]","[0.009601461524634146, 0.0019543180714044505]","[0.0005876229714136391, 0.0007564264692277819]","[0.010532612686738154, 0.0057778314601851935]","[0.04976445366511508, 0.0010336141816912985]","[0.002197622633427581, 0.007456112168043784]","[0.008537707848134565, 0.0032395825079334635]","[0.0004592503547512586, 0.0004629346894782324]","[0.013405296607448085, 0.009891940422790756]","[0.1475677178632773, 0.012324171241663654]","[0.022198102787238584, 0.004664897754793548]","[0.038189963711757695, 0.0034265435926906394]","[0.12847977351442982, 0.0030104468081585786]","[0.018456601140494383, 0.0012591080510401238]","[0.007937538078143794, 0.0012228297196476734]","[0.011974333645549803, 0.0008628374202147163]","[0.038189963711757695, 0.0034265435926906394]","[0.002949708857540397, 0.0014978444186723341]","[0.002607296213308045, 0.0032714852430714538]","[0.00876504115085975, 0.0024277529895241246]","[0.010464825119057263, 0.006809538941247023]","[0.0, 0.0]","[0.08197673019779768, 0.006797216187889806]","[0.038189963711757695, 0.0034265435926906394]","[0.002990416302423584, 0.0006692190042877662]","[0.004638540816135744, 3.284625225572773e-05]","[0.016204740947993165, 0.0003909537524467319]","[0.010124730574176375, 0.008725049813961267]","[0.0, 0.0]","[0.006806529276984857, 0.008597371610965862]"
16,"[0.002575134049780546, 0.0075561885881359776]","[0.002575134049780546, 0.0075561885881359776]","[0.010253438765111946, 0.0037205381460604786]","[0.0007468559311493117, 0.0007176371896758908]","[0.011041862229227265, 0.003158151719881079]","[0.05843413537916414, 0.00705333087233944]","[0.002575134049780546, 0.0075561885881359776]","[0.008751856914623796, 0.002048246160498621]","[0.0006349350941050004, 0.0007240016760483633]","[0.015392030185172684, 0.006663068539959178]","[0.17373032694763385, 0.01277909554582179]","[0.025693568572176397, 0.006532428730436395]","[0.04186962963327396, 0.004296449312169086]","[0.13176201978841529, 0.004807171238391498]","[0.01936267213396375, 0.0015432083770605062]","[0.008678697676175353, 0.0017649024228478677]","[0.012724645739414422, 0.0008177537218751941]","[0.04186962963327396, 0.004296449312169086]","[0.003196622450043149, 0.003199300204949776]","[0.0028999791648931027, 0.0012070518640626446]","[0.010673817288176434, 0.0014835298641951774]","[0.01053024398927836, 0.002337991635692951]","[0.0, 0.0]","[0.08180259898761977, 0.002336410576636203]","[0.04186962963327396, 0.004296449312169086]","[0.0034227270059258414, 0.0047773560964409776]","[0.00615121816506936, 0.004951099819178873]","[0.017363470222358943, 0.0028658306317746675]","[0.012924247284024179, 0.017137311901599943]","[0.0, 0.0]","[0.008761833691471346, 0.016830876202652778]"
17,"[0.002638877832082939, 0.0024032456999118945]","[0.002638877832082939, 0.0024032456999118945]","[0.010740584808111566, 0.0027076864466498017]","[0.0008499156780455418, 0.00042782716495364014]","[0.011341316407331381, 0.0021486374070632205]","[0.07333499467903185, 0.009897547374323712]","[0.002638877832082939, 0.0024032456999118945]","[0.009334203498439837, 0.0026662369764843827]","[0.0008428398036401589, 0.0006996956045601889]","[0.015391926413269318, 0.0015908723252775997]","[0.18257394108954694, 0.006334724174695504]","[0.027213788495456654, 0.003400459642429398]","[0.041726176071862124, 0.0011919755952878842]","[0.13055391558193666, 0.0017517625478296237]","[0.019596789242259847, 0.0008455050383354109]","[0.009392835055825709, 0.00146157837501936]","[0.01330403352928823, 0.0006047503979790119]","[0.041726176071862124, 0.0011919755952878842]","[0.0031669431812481855, 0.0005613412185562789]","[0.002944955595206531, 0.00043612054421827203]","[0.012422612025973022, 0.0011763519158442144]","[0.010708226269519021, 0.0022830596490249397]","[0.0, 0.0]","[0.08170904721544527, 0.002211055985694703]","[0.041726176071862124, 0.0011919755952878842]","[0.0038356765765192357, 0.003876422503023977]","[0.009988270555390047, 0.009594329789771485]","[0.03325768551608328, 0.02125112897228296]","[0.023858106444463248, 0.051114540304484694]","[0.0, 0.0]","[0.01648392919721458, 0.04996633642666867]"
18,"[0.003016929853323597, 0.004827331856319002]","[0.003016929853323597, 0.004827331856319002]","[0.012019633014262112, 0.0038679005999686105]","[0.0008747444606236239, 0.00015413979952425528]","[0.013028859640758773, 0.004503963944959978]","[0.0855980027972364, 0.007622999416090213]","[0.003016929853323597, 0.004827331856319002]","[0.01103551561909767, 0.004407602442435383]","[0.0009836232931936854, 0.000401451344184284]","[0.01722234398040531, 0.004232632375235362]","[0.18005917624019355, 0.0009711084846473058]","[0.02902742925311586, 0.003194077608140399]","[0.04544289552691345, 0.0035134171017698708]","[0.13156066932939448, 0.003667071333102583]","[0.022770219237741595, 0.0023372398903861646]","[0.010014305718630294, 0.0010859977132308945]","[0.014579888334754975, 0.0007546566051759361]","[0.04544289552691345, 0.0035134171017698708]","[0.0033059579600896657, 0.001486383448408308]","[0.0030617669497441154, 0.00045896354872645404]","[0.012214435743254466, 4.01425727958623e-05]","[0.012089502159934465, 0.004810300503309486]","[0.0, 0.0]","[0.086721416689576, 0.004630669164478669]","[0.04544289552691345, 0.0035134171017698708]","[0.00412754083957317, 0.00244850430305664]","[0.010543272879651167, 0.0018893370898799356]","[0.0327605892244348, 0.0004537856055185184]","[0.027944985939893734, 0.018828132538601213]","[0.0, 0.0]","[0.019532656248916022, 0.018753549776155856]"
19,"[0.0034652073065456804, 0.003862254355780653]","[0.0034652073065456804, 0.003862254355780653]","[0.015002008144375311, 0.005559367980808835]","[0.001400097870641561, 0.0008722137849002242]","[0.013265790889565018, 0.0013077966517897417]","[0.0907926323493258, 0.003806284937766333]","[0.0034652073065456804, 0.003862254355780653]","[0.014154397409586367, 0.005329424224843443]","[0.0009711487422978538, 2.6445056796395134e-05]","[0.02075283805483471, 0.005217317047716873]","[0.2162035826380813, 0.01627977259533008]","[0.03317090078804668, 0.0044765062684039006]","[0.046062382127184026, 0.0015146738783140127]","[0.13126253034350224, 0.0028138495317265835]","[0.024955651624585753, 0.0014034536345459811]","[0.012992324836704233, 0.0024961764288303624]","[0.018082547242418194, 0.0011852437323384138]","[0.046062382127184026, 0.0015146738783140127]","[0.003996065141589647, 0.0029442461158320707]","[0.003161184140473226, 0.0002980952309768866]","[0.014079633861762138, 0.0006981317007977342]","[0.015151911499447215, 0.006522228662971175]","[0.0, 0.0]","[0.09681950259483903, 0.006417480405784687]","[0.046062382127184026, 0.0015146738783140127]","[0.004593421803914016, 0.002345114819668173]","[0.017903445305908552, 0.010007251019448087]","[0.06036113077880448, 0.026363198351374358]","[0.038039489654152374, 0.031236308668141397]","[0.0, 0.0]","[0.027021257737092574, 0.03014686646656586]"
20,"[0.004885791782446158, 0.00546302066029947]","[0.004885791782446158, 0.00546302066029947]","[0.019687851887939527, 0.005289567077057181]","[0.0026675448223426506, 0.001040870703540838]","[0.013967215891994277, 0.001291808175041441]","[0.09515804813095419, 0.0028935974189300043]","[0.004885791782446158, 0.00546302066029947]","[0.01703577880696822, 0.0031253608210659216]","[0.0012704123517149582, 0.00025897848200547225]","[0.0260543586782688, 0.004742396581502297]","[0.24035157305478785, 0.01199392976919146]","[0.051750862593379465, 0.012021772273493912]","[0.06077588860229242, 0.0075244180397807114]","[0.15303340968514403, 0.013547854340892507]","[0.04406477123950252, 0.0057346208618684604]","[0.02267980358944391, 0.004546188976562266]","[0.0246441000499203, 0.0012795686978017147]","[0.06077588860229242, 0.0075244180397807114]","[0.009598714228659308, 0.010939348363257677]","[0.004289257672522635, 0.0008012473100091152]","[0.016543948435782715, 0.0005235987755982969]","[0.019401754594055198, 0.0052461576497252185]","[0.0, 0.0]","[0.10580450511109338, 0.005256926392956983]","[0.06077588860229242, 0.0075244180397807114]","[0.010536440680280776, 0.011816106476519704]","[0.025812934582024945, 0.006565777546345026]","[0.07389834178915156, 0.011828096340765554]","[0.04459286914613486, 0.015813376445124667]","[0.0, 0.0]","[0.03257862198503813, 0.015753227435998603]"
21,"[0.017398732579155408, 0.0052131698885748345]","[0.017398732579155408, 0.0052131698885748345]","[0.03786874970604385, 0.007564604699862175]","[0.05253375164709807, 0.0012021034284339636]","[0.0211383661911705, 0.0033133124917101046]","[0.12734328847586354, 0.009167048609605032]","[0.017398732579155408, 0.0052131698885748345]","[0.04060013216046855, 0.007072991104527442]","[0.004820250976616032, 7.065003395020287e-05]","[0.035557350563386256, 0.0033303514593882744]","[0.23749997448526872, 0.001591701117731265]","[0.054640800628044474, 0.002124697776482949]","[0.06494893292109327, 0.002600212937553843]","[0.152511280464861, 0.0030073353453671857]","[0.06610623109544451, 0.0034229273955080144]","[0.03168464363032018, 0.001642838372673983]","[0.049253463451984086, 0.0016201866361358023]","[0.06494893292109327, 0.002600212937553843]","[0.013394200429038432, 0.0014051722047242641]","[0.005567026163795532, 9.763655689088284e-05]","[0.034120701088135835, 0.0008936085770210462]","[0.02600607899342091, 0.0023985266162405996]","[0.0, 0.0]","[0.10813492909474959, 0.0024068916981398606]","[0.06494893292109327, 0.002600212937553843]","[0.017044242238258442, 0.0023924500512050267]","[0.043882423304885246, 0.004310681478448109]","[0.08602268384317774, 0.008340928495280921]","[0.07809525141580884, 0.03652852853005791]","[0.0, 0.0]","[0.06705421818532945, 0.036080226372401825]"
