Frame index,Hips,LHipJoint,LeftUpLeg,LeftLeg,LeftFoot,LeftToeBase,RHipJoint,RightUpLeg,RightLeg,RightFoot,RightToeBase,LowerBack,Spine,Spine1,Neck,Neck1,Head,LeftShoulder,LeftArm,LeftForeArm,LeftHand,LeftFingerBase,LeftHandIndex1,LThumb,RightShoulder,RightArm,RightForeArm,RightHand,RightFingerBase,RightHandIndex1,RThumb
11,"[0.769, 17.7012, -3.3897, 8.8655, -70.2949, -12.0637]","[0.0, 0.0, 0.0]","[-10.5022, -3.725, -14.3734]","[6.1847, 14.605, 45.7185]","[0.9842, 3.411, -20.2655]","[1.333, -7.311, -20.6402]","[0.0, 0.0, 0.0]","[16.1927, 16.4903, -8.8923]","[-7.3682, -15.6342, 50.2534]","[-2.4148, -1.9425, -30.1312]","[-0.2423, 3.1679, -8.7464]","[-1.4054, 3.1012, 6.5754]","[-1.5008, 3.9634, 1.7344]","[-1.0764, 1.9652, -1.8793]","[-5.5363, 6.6761, -5.7998]","[10.8364, 7.6956, 19.1757]","[4.8629, 4.1109, 6.0413]","[0.0, 0.0, 0.0]","[-63.0778, -27.7649, 25.3521]","[157.6496, -33.3708, -113.2224]","[-0.0, 0.0, -11.9039]","[30.3866, 13.5563, 7.8262]","[-7.125, 0.0, -0.0]","[2.8198, 45.5773, 0.0402]","[0.0, 0.0, 0.0]","[76.5205, 34.8309, 43.4293]","[-147.5165, 42.9293, -106.931]","[0.0, -0.0, -16.108]","[-26.9696, 8.2043, -4.1533]","[7.125, -0.0, -0.0]","[-0.0778, -20.7905, -0.0451]"
12,"[0.7917, 17.6454, -3.3552, 8.8814, -70.5168, -12.2154]","[0.0, 0.0, 0.0]","[-10.6117, -3.6525, -14.4145]","[6.314, 14.7259, 46.2292]","[1.1268, 2.6244, -21.1555]","[0.9136, -6.0904, -17.047]","[0.0, 0.0, 0.0]","[16.052, 16.6387, -9.1461]","[-7.5533, -15.7806, 50.9371]","[-2.4856, -1.6492, -30.4499]","[-0.2508, 3.2226, -8.8991]","[-1.3856, 3.0593, 6.891]","[-1.3933, 3.9029, 1.8059]","[-0.9883, 1.934, -1.9876]","[-5.53, 6.6865, -5.9163]","[10.5517, 7.7953, 18.792]","[4.7642, 4.144, 5.9482]","[-0.0, 0.0, 0.0]","[-64.2039, -26.8544, 26.0223]","[157.8491, -33.1471, -113.3318]","[-0.0, 0.0, -11.4569]","[29.6242, 12.8142, 7.1881]","[-7.125, 0.0, -0.0]","[2.1602, 44.632, -0.0196]","[-0.0, 0.0, 0.0]","[76.5301, 34.6556, 43.2547]","[-148.2922, 42.313, -107.4563]","[0.0, -0.0, -16.5334]","[-27.0798, 8.2174, -4.1796]","[7.125, -0.0, -0.0]","[-0.1566, -20.767, -0.0909]"
13,"[0.8153, 17.5896, -3.3181, 8.4873, -70.7499, -11.9752]","[0.0, 0.0, 0.0]","[-10.5626, -3.6517, -14.4581]","[6.437, 14.8389, 46.7113]","[1.2172, 2.6537, -21.9504]","[1.0418, -6.4914, -18.2171]","[0.0, 0.0, 0.0]","[16.0622, 16.8525, -9.3264]","[-7.7121, -15.9034, 51.5189]","[-2.5496, -1.332, -30.7177]","[-0.2517, 3.2281, -8.9145]","[-1.1765, 3.0527, 7.1734]","[-1.2733, 3.9052, 1.8994]","[-0.9948, 1.9336, -2.0424]","[-5.4537, 6.6647, -6.0896]","[10.2992, 7.834, 18.4493]","[4.667, 4.1559, 5.8849]","[-0.0, 0.0, 0.0]","[-65.4031, -25.9141, 26.9075]","[157.9702, -33.0107, -113.3979]","[-0.0, 0.0, -10.3588]","[29.1733, 12.3505, 6.8094]","[-7.125, 0.0, -0.0]","[1.7775, 44.0503, -0.0417]","[-0.0, 0.0, 0.0]","[76.4267, 34.3545, 42.9311]","[-149.0034, 41.7324, -107.9324]","[0.0, -0.0, -16.8713]","[-27.0281, 8.2019, -4.1625]","[7.125, -0.0, -0.0]","[-0.1201, -20.7885, -0.0697]"
14,"[0.8383, 17.5389, -3.2777, 8.2734, -70.8544, -11.9614]","[0.0, 0.0, 0.0]","[-10.6318, -3.7514, -14.413]","[6.5529, 14.9436, 47.1625]","[1.3015, 2.7096, -22.6786]","[1.1191, -6.7202, -18.8892]","[0.0, 0.0, 0.0]","[15.9842, 16.9004, -9.4131]","[-7.8455, -16.0044, 52.0043]","[-2.5951, -1.1548, -30.9245]","[-0.2731, 3.3614, -9.2865]","[-1.0327, 3.0506, 7.5188]","[-1.1721, 3.9072, 2.0081]","[-0.9874, 1.9328, -2.1194]","[-5.171, 6.6206, -6.3377]","[9.8806, 7.8362, 18.235]","[4.4923, 4.1513, 5.8959]","[-0.0, 0.0, 0.0]","[-66.6154, -24.8283, 28.1452]","[158.1426, -32.8155, -113.4916]","[-0.0, 0.0, -8.8809]","[29.5393, 12.4042, 6.9403]","[-7.125, 0.0, -0.0]","[2.1124, 44.1568, -0.044]","[-0.0, 0.0, 0.0]","[76.2541, 33.9026, 42.4434]","[-149.6304, 41.2081, -108.3477]","[0.0, -0.0, -17.3813]","[-26.6728, 8.0702, -4.034]","[7.125, -0.0, -0.0]","[0.1294, -20.9635, 0.0746]"
15,"[0.8577, 17.5075, -3.239, 8.3594, -70.8155, -12.2096]","[0.0, 0.0, 0.0]","[-10.8565, -3.9172, -14.3671]","[6.6506, 15.0305, 47.5401]","[1.3747, 2.627, -23.2323]","[1.0972, -6.6561, -18.7003]","[0.0, 0.0, 0.0]","[15.7526, 16.7667, -9.4453]","[-7.9385, -16.0738, 52.3407]","[-2.6467, -0.9522, -31.1582]","[-0.3028, 3.5382, -9.781]","[-1.1376, 2.9845, 7.8572]","[-1.0435, 3.8061, 2.1038]","[-0.8037, 1.8811, -2.2244]","[-4.9321, 6.6545, -6.6402]","[9.5259, 7.933, 18.1435]","[4.3572, 4.1946, 5.9419]","[0.0, -0.0, 0.0]","[-68.0784, -23.5313, 29.4214]","[158.3466, -32.5831, -113.6018]","[-0.0, 0.0, -7.7762]","[29.9373, 12.2829, 6.9848]","[-7.125, 0.0, -0.0]","[2.49, 44.0691, -0.0572]","[0.0, -0.0, 0.0]","[76.1131, 33.3459, 42.1791]","[-150.1891, 40.7308, -108.714]","[0.0, -0.0, -17.9011]","[-26.6847, 8.0761, -4.039]","[7.125, -0.0, -0.0]","[0.1211, -20.956, 0.0698]"
16,"[0.8777, 17.4728, -3.2034, 8.4416, -70.7361, -12.3428]","[0.0, 0.0, 0.0]","[-11.0633, -4.1294, -14.4665]","[6.7376, 15.1069, 47.8746]","[1.4317, 2.6349, -23.6864]","[1.1143, -6.7063, -18.848]","[0.0, 0.0, 0.0]","[15.5109, 16.6997, -9.5471]","[-8.0074, -16.1247, 52.5892]","[-2.705, -0.699, -31.4125]","[-0.3017, 3.5315, -9.7621]","[-1.2816, 2.8848, 8.1049]","[-0.9295, 3.6586, 2.171]","[-0.6035, 1.8068, -2.3093]","[-4.7833, 6.7435, -6.9334]","[9.3015, 8.0931, 18.0588]","[4.2808, 4.272, 5.973]","[-0.0, 0.0, 0.0]","[-69.415, -22.223, 30.3822]","[158.4634, -32.4494, -113.6646]","[-0.0, 0.0, -6.8812]","[29.8586, 11.7013, 6.6408]","[-7.125, 0.0, -0.0]","[2.4553, 43.3979, -0.0971]","[-0.0, 0.0, 0.0]","[76.0803, 32.762, 42.0282]","[-150.6805, 40.3029, -109.0332]","[0.0, -0.0, -18.3954]","[-26.8624, 8.3927, -4.228]","[7.125, -0.0, -0.0]","[0.0095, -20.589, 0.0056]"
17,"[0.8989, 17.4422, -3.1692, 8.2916, -70.6908, -12.2043]","[0.0, 0.0, 0.0]","[-11.125, -4.1431, -14.6629]","[6.7959, 15.1576, 48.0982]","[1.4853, 2.5258, -24.0529]","[1.081, -6.6085, -18.5604]","[0.0, 0.0, 0.0]","[15.3842, 16.7002, -9.6338]","[-8.041, -16.1493, 52.7103]","[-2.7422, -0.572, -31.5855]","[-0.2964, 3.501, -9.6769]","[-1.2522, 2.799, 8.3092]","[-0.8793, 3.5427, 2.2396]","[-0.5652, 1.7479, -2.3528]","[-4.6243, 6.797, -7.1379]","[9.1413, 8.197, 17.8011]","[4.2092, 4.3269, 5.9362]","[-0.0, 0.0, 0.0]","[-70.4095, -21.083, 30.9776]","[158.4816, -32.4285, -113.6744]","[-0.0, 0.0, -6.1388]","[29.4664, 11.1352, 6.2272]","[-7.125, 0.0, -0.0]","[2.1318, 42.7089, -0.1206]","[-0.0, 0.0, 0.0]","[76.2732, 32.0855, 41.9224]","[-151.113, 39.92, -109.3119]","[0.0, -0.0, -18.8434]","[-26.8718, 8.5241, -4.2953]","[7.125, -0.0, -0.0]","[0.0099, -20.4417, 0.0058]"
18,"[0.9192, 17.4221, -3.1338, 7.9273, -70.6524, -11.9184]","[0.0, 0.0, 0.0]","[-11.0918, -3.9147, -14.8201]","[6.8217, 15.1799, 48.1967]","[1.5196, 2.3598, -24.2422]","[1.0306, -6.4575, -18.1177]","[0.0, 0.0, 0.0]","[15.3718, 16.7358, -9.5524]","[-8.0392, -16.148, 52.7036]","[-2.7677, -0.4929, -31.7066]","[-0.2902, 3.464, -9.5735]","[-1.1621, 2.7122, 8.5816]","[-0.7986, 3.4304, 2.3046]","[-0.5327, 1.6904, -2.4358]","[-4.4813, 6.8474, -7.203]","[8.991, 8.2982, 17.4076]","[4.1313, 4.3781, 5.8318]","[-0.0, 0.0, 0.0]","[-71.5194, -19.8128, 31.6237]","[158.516, -32.389, -113.6928]","[-0.0, 0.0, -5.1155]","[29.0537, 10.5839, 5.8262]","[-7.125, 0.0, -0.0]","[1.7917, 42.0384, -0.131]","[-0.0, 0.0, 0.0]","[76.4473, 31.2413, 41.8993]","[-151.4962, 39.5759, -109.5569]","[0.0, -0.0, -19.1254]","[-26.7234, 8.3877, -4.2003]","[7.125, -0.0, -0.0]","[0.1093, -20.6059, 0.0638]"
19,"[0.9335, 17.4194, -3.0935, 7.6832, -70.6244, -11.6589]","[0.0, 0.0, 0.0]","[-11.1611, -3.7191, -14.9108]","[6.8006, 15.1617, 48.1161]","[1.5525, 2.2647, -24.45]","[0.9789, -6.2981, -17.6517]","[0.0, 0.0, 0.0]","[15.2876, 16.7816, -9.4514]","[-7.9911, -16.1127, 52.5305]","[-2.7819, -0.3506, -31.7421]","[-0.2675, 3.327, -9.1906]","[-1.1011, 2.6466, 8.7107]","[-0.7104, 3.3482, 2.3341]","[-0.4727, 1.6489, -2.4785]","[-4.433, 6.8898, -7.2824]","[8.9379, 8.3779, 17.1396]","[4.1037, 4.4197, 5.7613]","[-0.0, -0.0, 0.0]","[-72.7392, -18.42, 32.5056]","[158.5489, -32.3511, -113.7104]","[-0.0, 0.0, -3.5718]","[28.8587, 10.5359, 5.7541]","[-7.125, 0.0, -0.0]","[1.6189, 41.9635, -0.1213]","[-0.0, -0.0, 0.0]","[76.4923, 30.2523, 41.8202]","[-151.8272, 39.2748, -109.7671]","[0.0, -0.0, -19.366]","[-26.6865, 8.6048, -4.3009]","[7.125, -0.0, -0.0]","[0.1473, -20.3672, 0.0868]"
20,"[0.9437, 17.4328, -3.0516, 7.5598, -70.6087, -11.3888]","[0.0, 0.0, 0.0]","[-11.3445, -3.6219, -14.9542]","[6.7273, 15.0979, 47.8354]","[1.5641, 2.5297, -24.6538]","[1.0029, -6.3727, -17.8697]","[0.0, 0.0, 0.0]","[15.1635, 16.8855, -9.3889]","[-7.9005, -16.0456, 52.2035]","[-2.7579, -0.4703, -31.6427]","[-0.2806, 3.407, -9.414]","[-0.9893, 2.568, 8.6361]","[-0.6891, 3.2562, 2.3326]","[-0.4997, 1.6031, -2.4337]","[-4.4043, 6.9318, -7.3005]","[8.9508, 8.4421, 16.9317]","[4.0986, 4.4556, 5.6959]","[0.0, -0.0, 0.0]","[-73.4866, -17.3061, 32.9104]","[158.5188, -32.3858, -113.6943]","[-0.0, 0.0, -2.8556]","[28.9395, 10.7471, 5.8868]","[-7.125, 0.0, -0.0]","[1.6784, 42.2109, -0.1155]","[0.0, -0.0, 0.0]","[76.6337, 29.2214, 41.8248]","[-152.1372, 38.9897, -109.9627]","[0.0, -0.0, -19.5422]","[-26.6128, 8.7686, -4.3679]","[7.125, -0.0, -0.0]","[0.209, -20.1911, 0.124]"
21,"[0.9531, 17.4581, -3.0094, 7.0581, -70.6043, -10.7113]","[0.0, 0.0, 0.0]","[-11.3665, -3.4197, -14.9947]","[6.6051, 14.9901, 47.3644]","[1.562, 2.7707, -24.7459]","[1.0656, -6.5627, -18.4261]","[0.0, 0.0, 0.0]","[15.2146, 17.0088, -9.2973]","[-7.7746, -15.9509, 51.7467]","[-2.6854, -0.9632, -31.3877]","[-0.341, 3.7523, -10.3808]","[-0.6932, 2.477, 8.4337]","[-0.6682, 3.1657, 2.3549]","[-0.6234, 1.5579, -2.2839]","[-4.4391, 6.9728, -7.2914]","[9.0785, 8.4937, 16.7212]","[4.1372, 4.4893, 5.6168]","[0.0, 0.0, 0.0]","[-73.7988, -16.6057, 32.702]","[158.4121, -32.5082, -113.637]","[-0.0, 0.0, -3.043]","[28.6923, 10.455, 5.6718]","[-7.125, 0.0, -0.0]","[1.4743, 41.8545, -0.1144]","[0.0, 0.0, 0.0]","[76.8249, 28.2336, 41.8178]","[-152.4298, 38.7175, -110.1463]","[0.0, -0.0, -19.4778]","[-26.3297, 8.6336, -4.2486]","[7.125, -0.0, -0.0]","[0.4052, -20.3647, 0.2389]"
22,"[0.9606, 17.4976, -2.9678, 7.1365, -70.7212, -10.6188]","[0.0, 0.0, 0.0]","[-11.5733, -3.0345, -14.8904]","[6.4322, 14.8345, 46.6927]","[1.5482, 2.9508, -24.7249]","[1.144, -6.7919, -19.1003]","[0.0, 0.0, 0.0]","[15.0882, 17.2336, -9.0857]","[-7.6258, -15.837, 51.2033]","[-2.6156, -1.2284, -31.0714]","[-0.3766, 3.9415, -10.9122]","[-0.6702, 2.474, 8.219]","[-0.6078, 3.1686, 2.4113]","[-0.5627, 1.5597, -2.109]","[-4.5077, 6.9763, -7.2213]","[8.9812, 8.5335, 16.5135]","[4.1078, 4.4974, 5.5391]","[-0.0, 0.0, 0.0]","[-74.1446, -16.0661, 32.3975]","[158.2712, -32.6692, -113.5612]","[-0.0, 0.0, -3.072]","[28.2994, 10.2452, 5.4703]","[-7.125, 0.0, -0.0]","[1.1353, 41.5775, -0.0959]","[-0.0, 0.0, 0.0]","[76.9002, 27.271, 41.8295]","[-152.6461, 38.5146, -110.2813]","[0.0, -0.0, -19.2439]","[-26.4563, 8.9371, -4.4206]","[7.125, -0.0, -0.0]","[0.3302, -20.0172, 0.1973]"
