Frame index,Hips,LHipJoint,LeftUpLeg,LeftLeg,LeftFoot,LeftToeBase,RHipJoint,RightUpLeg,RightLeg,RightFoot,RightToeBase,LowerBack,Spine,Spine1,Neck,Neck1,Head,LeftShoulder,LeftArm,LeftForeArm,LeftHand,LeftFingerBase,LeftHandIndex1,LThumb,RightShoulder,RightArm,RightForeArm,RightHand,RightFingerBase,RightHandIndex1,RThumb
11,"[0.002731052199439557, 0.002999646216888728]","[0.002731052199439557, 0.002999646216888728]","[0.01014884049416637, 0.003604199159927212]","[0.00037373313591033464, 0.00010286204166269688]","[0.0025358723945269127, 0.002640159363496855]","[0.020040217505899363, 0.0005781146942354445]","[0.002731052199439557, 0.002999646216888728]","[0.007861067683520686, 0.0032897991517205766]","[0.00035981206184691885, 0.0004438000091246195]","[0.0017490853547903434, 0.0017346679570916911]","[0.017108476077788294, 0.0021500539925959645]","[0.03112427878565964, 0.013223367838297154]","[0.03036167227414005, 0.00834550668232872]","[0.03142479865173982, 0.01641515948701231]","[0.007730437344927529, 0.00947649828535917]","[0.0063868259453785815, 0.0060158047253458]","[0.0037229314127508344, 0.0006139979019384722]","[0.03036167227414005, 0.00834550668232872]","[0.0035488871646962347, 0.01911103080792653]","[0.003263516017153218, 0.005549719522494135]","[0.00456809414784555, 0.0027331856086231284]","[0.002843404506384893, 0.001815160214688967]","[0.0, 0.0]","[0.0013729073426698556, 0.0017342978615642187]","[0.03036167227414005, 0.00834550668232872]","[0.004327592039189795, 0.018671909205596183]","[0.0032557370086131647, 0.0003979375331825735]","[0.008382990411016842, 0.008168140899333542]","[0.007817246075619233, 0.006895210559101343]","[0.0, 0.0]","[0.00760865476734071, 0.0070551416842573435]"
12,"[0.0031479941061538256, 0.003398999102628333]","[0.0031479941061538256, 0.003398999102628333]","[0.011377686268182589, 0.003950024062920428]","[0.00037007251490759404, 5.68362906301033e-05]","[0.0033418142726934896, 0.003873921758246748]","[0.02935076451214974, 0.011973839751726965]","[0.0031479941061538256, 0.003398999102628333]","[0.008769351134029893, 0.003389036681529941]","[0.0004151634324769153, 0.0004334687697956408]","[0.0022265614571586345, 0.0019893768187636833]","[0.01747778119612301, 0.0022530365463090223]","[0.036080577330812394, 0.006127287479379946]","[0.03736442157472362, 0.007481040862083201]","[0.03829169906756071, 0.011375228067013281]","[0.009076356663646033, 0.005657152464366004]","[0.007129255853644856, 0.0030869136518066696]","[0.004380236020161294, 0.0011410423452197101]","[0.03736442157472362, 0.007481040862083201]","[0.003998516610421444, 0.008194021467025499]","[0.0039918788026250245, 0.0036486626919999105]","[0.005307893844483817, 0.0017523105690023205]","[0.003013586219051315, 0.001660911407660746]","[0.0, 0.0]","[0.0014496370844537354, 0.0015197378105462707]","[0.03736442157472362, 0.007481040862083201]","[0.00493837951698112, 0.010147832902840355]","[0.003932162716602141, 0.004279938423567382]","[0.009958656613963605, 0.0052290064389750625]","[0.00813733200092929, 0.0022361176630769568]","[0.0, 0.0]","[0.007891492216304408, 0.0021506327911533117]"
13,"[0.0035290226250126342, 0.0029497005869401688]","[0.0035290226250126342, 0.0029497005869401688]","[0.012442085497532502, 0.0033487396512935515]","[0.00036977431299812765, 9.417562754630641e-05]","[0.003502171370350798, 0.0012118498290712434]","[0.030442234918751775, 0.0027202161485944754]","[0.0035290226250126342, 0.0029497005869401688]","[0.009817040951713006, 0.0034796844923101447]","[0.0004437221251764066, 0.0002592277316666635]","[0.002364695729263718, 0.0007830861881314656]","[0.019383672331109, 0.004631521567427403]","[0.039909492158147736, 0.004876411445101754]","[0.03946354119774151, 0.0031793825090915676]","[0.041034123665056266, 0.005750313091631126]","[0.010068340332808762, 0.004227027254177074]","[0.007220760679061495, 0.0011636662635282613]","[0.004941965856179932, 0.0009426909113728509]","[0.03946354119774151, 0.0031793825090915676]","[0.004352989437575373, 0.006462984531343664]","[0.004431416799430252, 0.002332928344338876]","[0.006813327767426135, 0.00286233997327072]","[0.004436883369184463, 0.00747563108832848]","[0.0, 0.0]","[0.0021113227661677804, 0.006837512010797051]","[0.03946354119774151, 0.0031793825090915676]","[0.00593210644554678, 0.013580780257457719]","[0.005149969163451751, 0.006438044519034772]","[0.014519794426864104, 0.01211956632584865]","[0.01010514837720506, 0.0066754954753815605]","[0.0, 0.0]","[0.009762638962253413, 0.006565771552229261]"
14,"[0.0036415592948268443, 0.00139168664878178]","[0.0036415592948268443, 0.00139168664878178]","[0.012685987376170793, 0.0015810156517075077]","[0.0003911232469811124, 0.00018507553241807348]","[0.0036647990760474724, 0.001097135732335126]","[0.03790400192533989, 0.008668536232352196]","[0.0036415592948268443, 0.00139168664878178]","[0.010097681762198012, 0.0016035640067999899]","[0.00046469540204461954, 0.0001986410799306405]","[0.0027469635572120025, 0.00137975388172515]","[0.019306623191125475, 0.001159151121954307]","[0.04052474531343981, 0.0020638889267270743]","[0.039903550667319376, 0.0017490945950278396]","[0.0411472649980679, 0.0024277843298258464]","[0.010832851793815974, 0.003273652980823427]","[0.007783224303877353, 0.002112962097507545]","[0.006003324084404513, 0.0013896259600756126]","[0.039903550667319376, 0.0017490945950278396]","[0.004799465674226403, 0.006806106239047418]","[0.0054404764372465355, 0.003947563298697993]","[0.006679025715671915, 6.981317008034359e-06]","[0.006086886776440731, 0.007827321712848504]","[0.0, 0.0]","[0.0028857496841222592, 0.0071918882681069555]","[0.039903550667319376, 0.0017490945950278396]","[0.007127006773537484, 0.014355596412119066]","[0.006212520402412522, 0.005278701632913938]","[0.01599674596689491, 0.0046844637123527565]","[0.010732251254528374, 0.002804810540824921]","[0.0, 0.0]","[0.010314918705523802, 0.002656458507048862]"
15,"[0.0039047168078423632, 0.0018491082223323126]","[0.0039047168078423632, 0.0018491082223323126]","[0.013265360394750174, 0.0019430520411072817]","[0.0006521061515050767, 0.001118858731321712]","[0.0038915532073725296, 0.0011463853386642184]","[0.03745468862074134, 0.0006690990977599975]","[0.0039047168078423632, 0.0018491082223323126]","[0.01047707565960296, 0.00160553462938997]","[0.0005939862634625522, 0.0006022672784518989]","[0.003193892834505824, 0.0013872952255124292]","[0.019878570192658228, 0.002027975629082463]","[0.040175876384610155, 0.0008256044115407006]","[0.04027681154994075, 0.0015352816116490763]","[0.04079107026247116, 0.00117638611425004]","[0.011506978638872978, 0.0027234755889122904]","[0.008785742846735105, 0.0027531905407714866]","[0.007345927025445249, 0.0015058261719720096]","[0.04027681154994075, 0.0015352816116490763]","[0.004786214811573114, 0.0018282697645639265]","[0.005459738280367927, 0.0008055103700518884]","[0.00697826489566284, 0.000776671517137402]","[0.007009488352668885, 0.00443379625606461]","[0.0, 0.0]","[0.0033685740335490178, 0.004409877936860194]","[0.04027681154994075, 0.0015352816116490763]","[0.007520140577462144, 0.006223165254809533]","[0.007118730787809103, 0.0041932106210264344]","[0.015856859479620664, 0.0008360127117053762]","[0.01154804421017629, 0.0028979463559933296]","[0.0, 0.0]","[0.011094897551763398, 0.0028618415574948905]"
16,"[0.004166942939107056, 0.001596759758578691]","[0.004166942939107056, 0.001596759758578691]","[0.013719505772431053, 0.0015378939129610289]","[0.0007891631495319216, 0.0005651022429145358]","[0.004163686820571317, 0.0010938339752308744]","[0.04001364922706035, 0.0034066663108654]","[0.004166942939107056, 0.001596759758578691]","[0.01088752209011185, 0.0014507519511656798]","[0.0007856946299766716, 0.0007294850515644354]","[0.0037746965977310974, 0.0014750863936608125]","[0.023294500161847587, 0.005052485000945077]","[0.04285407904216575, 0.003000777956509381]","[0.04025203567434593, 0.0011157914147458218]","[0.04130830942006061, 0.0022879254395118814]","[0.013797452725405621, 0.005440361641120758]","[0.012048899336296442, 0.0061876417306218736]","[0.010637678750908238, 0.002857368366980746]","[0.04025203567434593, 0.0011157914147458218]","[0.004808163876869963, 0.0019409939223358004]","[0.006609641213990791, 0.003305327023182221]","[0.00977765958510577, 0.0032672563597333977]","[0.010593126765940843, 0.012087327758361582]","[0.0, 0.0]","[0.005185933791547758, 0.011769217231669234]","[0.04025203567434593, 0.0011157914147458218]","[0.007502330594687226, 0.002314284188221559]","[0.007578791436052665, 0.0023607791065981664]","[0.015567416268045028, 0.00010995574287552507]","[0.012751693253338144, 0.0032213126217035732]","[0.0, 0.0]","[0.012205015446408, 0.0031034439452440276]"
17,"[0.006651672994923039, 0.007615615928277381]","[0.006651672994923039, 0.007615615928277381]","[0.020664622990408582, 0.008788172298481521]","[0.0011856831595971073, 0.0011654780301381211]","[0.006082791161409368, 0.00402336172349486]","[0.03924235127923783, 4.857723045275084e-05]","[0.006651672994923039, 0.007615615928277381]","[0.015995135289094308, 0.0072904576579367565]","[0.0009769315489146155, 0.0006087820905909645]","[0.005790160165164695, 0.003548008193807094]","[0.023278379030432644, 0.0010932206695001825]","[0.04983336704484292, 0.005154667080898959]","[0.045311293509450276, 0.0035010068212744426]","[0.04452929026478883, 0.004131499882018565]","[0.01636162093920659, 0.005065218623057885]","[0.014145490857499107, 0.003675375391581542]","[0.013299953076486324, 0.0020319746026291044]","[0.045311293509450276, 0.0035010068212744426]","[0.005139579974353436, 0.0034423447930021864]","[0.007967189045323314, 0.0031744634432216146]","[0.009622671648326468, 8.552113334772641e-05]","[0.014922811648302257, 0.012186701855727441]","[0.0, 0.0]","[0.007292378999378748, 0.011328248485259765]","[0.045311293509450276, 0.0035010068212744426]","[0.00793574317906946, 0.004576266125223024]","[0.007797219190582158, 0.0013979885958735733]","[0.016239294794109252, 0.0019128808601857992]","[0.013393383952197822, 0.0018863008499692912]","[0.0, 0.0]","[0.012849008048090074, 0.001905807446777418]"
18,"[0.007177203035132513, 0.001858007316267852]","[0.007177203035132513, 0.001858007316267852]","[0.025587318191294887, 0.00552088139251346]","[0.00116896279400682, 3.524185009336325e-05]","[0.008646525513656942, 0.0041286925865865985]","[0.04827665759027757, 0.006295573764249086]","[0.007177203035132513, 0.001858007316267852]","[0.023420327033120622, 0.008447154962145964]","[0.0011451321471399954, 0.0004312767572189601]","[0.010033281212169672, 0.0056924501571751105]","[0.035344607800028245, 0.010567939926608018]","[0.055836582744503586, 0.004161880406039266]","[0.048624127326540485, 0.0023344477224573677]","[0.04913372089220975, 0.004564585489393398]","[0.018220232101641125, 0.0032517196191388306]","[0.0176521982254622, 0.004434121697478097]","[0.017129370059288825, 0.002208564041230732]","[0.048624127326540485, 0.0023344477224573677]","[0.005785267270955179, 0.004161748458139963]","[0.009575521593876363, 0.002885981090763105]","[0.009492627574744925, 0.0001012290966156747]","[0.015424604636055647, 0.002423302781930116]","[0.0, 0.0]","[0.007540809519438253, 0.0022377454169159416]","[0.048624127326540485, 0.0023344477224573677]","[0.008054956374491495, 0.002238590943549327]","[0.008464086059834515, 0.0018887714486583067]","[0.01641150493037925, 0.0010332349171806646]","[0.013716188771920618, 0.0011317742685383197]","[0.0, 0.0]","[0.013150237277724238, 0.0011087212478501957]"
19,"[0.00888077689898072, 0.003099006096328285]","[0.00888077689898072, 0.003099006096328285]","[0.029857260454465746, 0.003897195286972313]","[0.0011746756638308634, 8.71467876857981e-05]","[0.013083495266881826, 0.004872564607527458]","[0.062108797069198696, 0.00770731670520486]","[0.00888077689898072, 0.003099006096328285]","[0.03000290466729203, 0.005924831088091502]","[0.001234037767893729, 0.0001948558873789065]","[0.018266198747197836, 0.008008717223851342]","[0.03774024074590819, 0.0026030520298980396]","[0.06663019126753884, 0.005634892146195976]","[0.05050381949396327, 0.0014738881547783993]","[0.05390843447546035, 0.004012839817403453]","[0.020351254350613274, 0.002655883552709791]","[0.022125781500944984, 0.003978283361764233]","[0.02148586967910389, 0.0018070778912546712]","[0.05050381949396327, 0.0014738881547783993]","[0.005901582728983735, 0.00129828930919829]","[0.011425085973885491, 0.0023185237030375395]","[0.013017133909823642, 0.0018168877513260696]","[0.017529435098949435, 0.003956921703025032]","[0.0, 0.0]","[0.00870124208640877, 0.0038620088930473423]","[0.05050381949396327, 0.0014738881547783993]","[0.007937845960053435, 0.00033175339825343604]","[0.009508394150921393, 0.001811651832435564]","[0.016147660269530077, 0.00012566370614355789]","[0.01799179155897334, 0.003999919570261837]","[0.0, 0.0]","[0.017304182451646694, 0.003994930615099417]"
20,"[0.013528804817685234, 0.004277184215797427]","[0.013528804817685234, 0.004277184215797427]","[0.04086575464575823, 0.0059708210812209036]","[0.0032309324302103168, 0.001482085869571554]","[0.015804722076281946, 0.0018533026375253331]","[0.06974683103491153, 0.004042951671775162]","[0.013528804817685234, 0.004277184215797427]","[0.03961240471297892, 0.005568862918697464]","[0.0021919504986144343, 0.0006926013255531085]","[0.02688027919736749, 0.005130843573491937]","[0.05278130722408074, 0.007648602871470333]","[0.07459657134681177, 0.0038370004970650945]","[0.05449129795340586, 0.001727917678336637]","[0.055887954393641595, 0.00206450616599811]","[0.024463392355435102, 0.002725389387388214]","[0.02802664395775118, 0.0030358399802540943]","[0.028513448371244546, 0.0016357600739120163]","[0.05449129795340586, 0.001727917678336637]","[0.006174606230413861, 0.001017840661165645]","[0.011321912363105521, 0.00017338805251562183]","[0.014354547566652937, 0.0005166174585903372]","[0.02057520259798908, 0.0031761258806895397]","[0.0, 0.0]","[0.010484879006951673, 0.0030477206735389107]","[0.05449129795340586, 0.001727917678336637]","[0.008853463260210416, 0.0022248036642127968]","[0.013253587901925904, 0.002876910243354077]","[0.018857930686557396, 0.0017994344588062518]","[0.023435104014249166, 0.002994199453809016]","[0.0, 0.0]","[0.022732725150595698, 0.0030568703106464545]"
21,"[0.037188684377437664, 0.004315897134765824]","[0.037188684377437664, 0.004315897134765824]","[0.060792100671947735, 0.005557059926691075]","[0.02557017998932972, 0.0009732583196492129]","[0.03293472659966826, 0.0017463541888175715]","[0.07591914615883434, 0.0026875093978271543]","[0.037188684377437664, 0.004315897134765824]","[0.058852801327073545, 0.005058827533288571]","[0.04666141749262979, 0.0011326235835295536]","[0.04727126668608124, 0.003481393956234158]","[0.05400817814896979, 0.0010761044546213436]","[0.08536945813417775, 0.003835497696331171]","[0.05965407185883248, 0.0014886134724296088]","[0.058170585802296046, 0.0016668058726428503]","[0.04959922611399487, 0.004995826277792316]","[0.06976000925918252, 0.005338049712630227]","[0.07708760660943198, 0.00295257298690924]","[0.05965407185883248, 0.0014886134724296088]","[0.011553930689090879, 0.00217409293661939]","[0.025040863198765716, 0.0015855628806987956]","[0.04285681622558245, 0.0019093902016817951]","[0.05214717889083832, 0.007945915621371133]","[0.0, 0.0]","[0.04093367317686568, 0.007290574473850233]","[0.05965407185883248, 0.0014886134724296088]","[0.019303833758532517, 0.004067880622948684]","[0.028855949423630435, 0.002094304403533899]","[0.02016877653227117, 0.0005462880558742904]","[0.07226328231928539, 0.0075194370156435745]","[0.0, 0.0]","[0.07159602289756212, 0.007576263699825178]"
